bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
B7832E,RAL_320-M,RAL 320-M,"[10, 56, 100, 15]","[0, 30, 100, 13]",#B7832E,"[183, 131, 46]"
AA6F61,RAL_330-1,RAL 330-1,"[0, 66, 60, 35]","[10, 70, 70, 5]",#AA6F61,"[170, 111, 97]"
915440,RAL_330-2,RAL 330-2,"[48, 91, 100, 0]","[0, 70, 90, 20]",#915440,"[145, 84, 64]"
7C5648,RAL_330-3,RAL 330-3,"[22, 74, 70, 50]","[0, 70, 100, 50]",#7C5648,"[124, 86, 72]"
64483B,RAL_330-4,RAL 330-4,"[70, 92, 100, 30]","[0, 72, 100, 50]",#64483B,"[100, 72, 59]"
583F38,RAL_330-5,RAL 330-5,"[25, 88, 80, 83]","[0, 80, 70, 60]",#583F38,"[88, 63, 56]"
4F3F3C,RAL_330-6,RAL 330-6,"[54, 84, 80, 80]","[0, 100, 40, 90]",#4F3F3C,"[79, 63, 60]"
926B55,RAL_330-M,RAL 330-M,"[10, 64, 70, 40]","[5, 60, 100, 30]",#926B55,"[146, 107, 85]"
C2AAAF,RAL_340-1,RAL 340-1,"[26, 40, 25, 0]","[10, 30, 10, 0]",#C2AAAF,"[194, 170, 175]"
A89299,RAL_340-2,RAL 340-2,"[14, 43, 20, 30]","[20, 40, 10, 7]",#A89299,"[168, 146, 153]"
845C5B,RAL_340-3,RAL 340-3,"[8, 72, 45, 60]","[20, 80, 60, 20]",#845C5B,"[132, 92, 91]"
6F474C,RAL_340-4,RAL 340-4,"[37, 84, 50, 60]","[20, 100, 70, 40]",#6F474C,"[111, 71, 76]"
57383C,RAL_340-5,RAL 340-5,"[48, 94, 70, 70]","[10, 100, 70, 60]",#57383C,"[87, 56, 60]"
58363D,RAL_340-6,RAL 340-6,"[37, 93, 60, 70]","[0, 100, 30, 70]",#58363D,"[88, 54, 61]"
5D4048,RAL_340-M,RAL 340-M,"[40, 86, 50, 70]","[0, 100, 0, 90]",#5D4048,"[93, 64, 72]"
A23A30,RAL_350-1,RAL 350-1,"[36, 100, 100, 10]","[0, 87, 100, 5]",#A23A30,"[162, 58, 48]"
AB443C,RAL_350-2,RAL 350-2,"[0, 92, 90, 30]","[0, 83, 100, 5]",#AB443C,"[171, 68, 60]"
A54F3F,RAL_350-3,RAL 350-3,"[40, 93, 100, 0]","[0, 75, 100, 10]",#A54F3F,"[165, 79, 63]"
863C34,RAL_350-4,RAL 350-4,"[53, 100, 100, 10]","[0, 85, 100, 30]",#863C34,"[134, 60, 52]"
7E3C32,RAL_350-5,RAL 350-5,"[0, 94, 90, 60]","[0, 80, 100, 30]",#7E3C32,"[126, 60, 50]"
6A3F3A,RAL_350-6,RAL 350-6,"[74, 100, 100, 15]","[0, 90, 100, 50]",#6A3F3A,"[106, 63, 58]"
5B3837,RAL_350-M,RAL 350-M,"[25, 92, 80, 80]","[0, 90, 70, 60]",#5B3837,"[91, 56, 55]"
E08838,RAL_360-1,RAL 360-1,"[0, 67, 100, 0]","[0, 47, 100, 0]",#E08838,"[224, 136, 56]"
DB7F2F,RAL_360-2,RAL 360-2,"[0, 72, 100, 0]","[0, 50, 100, 0]",#DB7F2F,"[219, 127, 47]"
C86B29,RAL_360-3,RAL 360-3,"[0, 81, 100, 10]","[0, 58, 100, 5]",#C86B29,"[200, 107, 41]"
BB5E36,RAL_360-4,RAL 360-4,"[0, 82, 100, 20]","[0, 63, 100, 5]",#BB5E36,"[187, 94, 54]"
9C5A38,RAL_360-5,RAL 360-5,"[0, 81, 90, 40]","[0, 60, 100, 20]",#9C5A38,"[156, 90, 56]"
935A3E,RAL_360-6,RAL 360-6,"[36, 82, 90, 20]","[0, 56, 100, 30]",#935A3E,"[147, 90, 62]"
A76645,RAL_360-M,RAL 360-M,"[28, 80, 90, 10]","[0, 81, 100, 41]",#A76645,"[167, 102, 69]"
F9BC50,RAL_370-1,RAL 370-1,"[0, 44, 88, 0]","[0, 23, 100, 0]",#F9BC50,"[249, 188, 80]"
FEA942,RAL_370-2,RAL 370-2,"[0, 57, 91, 0]","[0, 33, 100, 0]",#FEA942,"[254, 169, 66]"
FB9E2B,RAL_370-3,RAL 370-3,"[0, 62, 100, 0]","[0, 36, 100, 0]",#FB9E2B,"[251, 158, 43]"
E68E2B,RAL_370-4,RAL 370-4,"[0, 64, 100, 0]","[0, 43, 100, 0]",#E68E2B,"[230, 142, 43]"
D4832E,RAL_370-5,RAL 370-5,"[8, 70, 100, 0]","[0, 45, 100, 0]",#D4832E,"[212, 131, 46]"
CD7722,RAL_370-6,RAL 370-6,"[4, 73, 100, 5]","[0, 48, 100, 0]",#CD7722,"[205, 119, 34]"
B48146,RAL_370-M,RAL 370-M,"[15, 62, 90, 10]","[5, 35, 100, 5]",#B48146,"[180, 129, 70]"
FFA92F,RAL_380-1,RAL 380-1,"[0, 56, 96, 0]","[0, 32, 100, 0]",#FFA92F,"[255, 169, 47]"
FB9F18,RAL_380-2,RAL 380-2,"[0, 59, 98, 0]","[0, 35, 100, 0]",#FB9F18,"[251, 159, 24]"
F8902B,RAL_380-3,RAL 380-3,"[0, 62, 99, 0]","[0, 40, 100, 0]",#F8902B,"[248, 144, 43]"
E37B2E,RAL_380-4,RAL 380-4,"[0, 71, 100, 0]","[0, 55, 100, 0]",#E37B2E,"[227, 123, 46]"
F5843B,RAL_380-5,RAL 380-5,"[0, 68, 100, 0]","[0, 53, 100, 0]",#F5843B,"[245, 132, 59]"
ED7432,RAL_380-6,RAL 380-6,"[0, 78, 100, 0]","[0, 58, 100, 0]",#ED7432,"[237, 116, 50]"
B0653E,RAL_380-M,RAL 380-M,"[0, 83, 100, 27]","[0, 60, 100, 5]",#B0653E,"[176, 101, 62]"
ED7F48,RAL_390-1,RAL 390-1,"[0, 67, 80, 0]","[0, 54, 100, 0]",#ED7F48,"[237, 127, 72]"
E76A35,RAL_390-2,RAL 390-2,"[0, 81, 100, 0]","[0, 59, 100, 0]",#E76A35,"[231, 106, 53]"
E45E28,RAL_390-3,RAL 390-3,"[0, 83, 100, 0]","[0, 63, 100, 0]",#E45E28,"[228, 94, 40]"
DE582C,RAL_390-4,RAL 390-4,"[0, 85, 100, 0]","[0, 65, 100, 0]",#DE582C,"[222, 88, 44]"
E05027,RAL_390-5,RAL 390-5,"[0, 92, 100, 3]","[0, 68, 100, 0]",#E05027,"[224, 80, 39]"
D26636,RAL_390-6,RAL 390-6,"[0, 83, 100, 5]","[0, 68, 100, 5]",#D26636,"[210, 102, 54]"
C07048,RAL_390-M,RAL 390-M,"[8, 81, 90, 5]","[0, 62, 100, 5]",#C07048,"[192, 112, 72]"
F0896C,RAL_410-1,RAL 410-1,"[0, 74, 70, 0]","[0, 55, 60, 0]",#F0896C,"[240, 137, 108]"
EE7A57,RAL_410-2,RAL 410-2,"[0, 72, 69, 0]","[0, 53, 70, 0]",#EE7A57,"[238, 122, 87]"
E86B48,RAL_410-3,RAL 410-3,"[0, 79, 80, 0]","[0, 63, 80, 0]",#E86B48,"[232, 107, 72]"
E06442,RAL_410-4,RAL 410-4,"[0, 84, 90, 0]","[0, 68, 80, 0]",#E06442,"[224, 100, 66]"
D65A40,RAL_410-5,RAL 410-5,"[0, 91, 98, 0]","[0, 72, 80, 0]",#D65A40,"[214, 90, 64]"
D4644C,RAL_410-6,RAL 410-6,"[0, 84, 80, 4]","[0, 74, 80, 0]",#D4644C,"[212, 100, 76]"
B15136,RAL_410-M,RAL 410-M,"[18, 92, 100, 10]","[0, 73, 100, 5]",#B15136,"[177, 81, 54]"
EEB4A0,RAL_420-1,RAL 420-1,"[0, 42, 40, 0]","[0, 27, 20, 0]",#EEB4A0,"[238, 180, 160]"
F4A48C,RAL_420-2,RAL 420-2,"[0, 53, 39, 0]","[0, 32, 20, 0]",#F4A48C,"[244, 164, 140]"
EC9374,RAL_420-3,RAL 420-3,"[0, 62, 60, 0]","[0, 47, 60, 0]",#EC9374,"[236, 147, 116]"
E86C4D,RAL_420-4,RAL 420-4,"[0, 84, 80, 0]","[0, 68, 90, 0]",#E86C4D,"[232, 108, 77]"
CF5E42,RAL_420-5,RAL 420-5,"[7, 90, 100, 0]","[0, 74, 100, 5]",#CF5E42,"[207, 94, 66]"
C2583C,RAL_420-6,RAL 420-6,"[10, 92, 100, 5]","[0, 69, 100, 5]",#C2583C,"[194, 88, 60]"
A8604D,RAL_420-M,RAL 420-M,"[10, 82, 80, 30]","[0, 79, 100, 20]",#A8604D,"[168, 96, 77]"
F4C8BB,RAL_430-1,RAL 430-1,"[0, 38, 33, 0]","[0, 19, 10, 0]",#F4C8BB,"[244, 200, 187]"
EFA092,RAL_430-2,RAL 430-2,"[0, 57, 41, 0]","[0, 47, 25, 0]",#EFA092,"[239, 160, 146]"
E9877A,RAL_430-3,RAL 430-3,"[0, 67, 54, 0]","[0, 56, 30, 0]",#E9877A,"[233, 135, 122]"
E46056,RAL_430-4,RAL 430-4,"[0, 86, 70, 0]","[0, 80, 93, 0]",#E46056,"[228, 96, 86]"
DD4846,RAL_430-5,RAL 430-5,"[0, 93, 80, 0]","[0, 87, 100, 0]",#DD4846,"[221, 72, 70]"
C44134,RAL_430-6,RAL 430-6,"[0, 100, 100, 16]","[0, 87, 100, 6]",#C44134,"[196, 65, 52]"
AE6460,RAL_430-M,RAL 430-M,"[7, 86, 70, 30]","[0, 80, 70, 15]",#AE6460,"[174, 100, 96]"
D13D46,RAL_440-1,RAL 440-1,"[8, 100, 90, 0]","[0, 93, 100, 0]",#D13D46,"[209, 61, 70]"
D95052,RAL_440-2,RAL 440-2,"[0, 95, 80, 0]","[0, 91, 100, 0]",#D95052,"[217, 80, 82]"
C04249,RAL_440-3,RAL 440-3,"[17, 100, 90, 5]","[0, 97, 100, 5]",#C04249,"[192, 66, 73]"
A33138,RAL_440-4,RAL 440-4,"[0, 100, 90, 37]","[0, 100, 100, 15]",#A33138,"[163, 49, 56]"
AC3938,RAL_440-5,RAL 440-5,"[28, 100, 100, 0]","[0, 91, 100, 5]",#AC3938,"[172, 57, 56]"
BE3C34,RAL_440-6,RAL 440-6,"[6, 100, 100, 10]","[0, 88, 100, 5]",#BE3C34,"[190, 60, 52]"
A12D3A,RAL_440-M,RAL 440-M,"[6, 100, 90, 31]","[3, 100, 100, 5]",#A12D3A,"[161, 45, 58]"
F7CAD0,RAL_450-1,RAL 450-1,"[0, 33, 15, 0]","[0, 24, 5, 0]",#F7CAD0,"[247, 202, 208]"
F3A8B0,RAL_450-2,RAL 450-2,"[0, 52, 24, 0]","[0, 38, 10, 0]",#F3A8B0,"[243, 168, 176]"
E67E88,RAL_450-3,RAL 450-3,"[0, 74, 40, 0]","[0, 70, 25, 0]",#E67E88,"[230, 126, 136]"
CE5B69,RAL_450-4,RAL 450-4,"[0, 88, 50, 5]","[0, 83, 40, 0]",#CE5B69,"[206, 91, 105]"
B7363A,RAL_450-5,RAL 450-5,"[27, 100, 100, 0]","[3, 100, 100, 0]",#B7363A,"[183, 54, 58]"
C3272F,RAL_450-6,RAL 450-6,"[4, 100, 100, 11]","[0, 98, 100, 0]",#C3272F,"[195, 39, 47]"
AD2536,RAL_450-M,RAL 450-M,"[13, 100, 100, 20]","[0, 99, 100, 0]",#AD2536,"[173, 37, 54]"
F5A7AC,RAL_460-1,RAL 460-1,"[0, 54, 26, 0]","[0, 30, 13, 0]",#F5A7AC,"[245, 167, 172]"
EA838F,RAL_460-2,RAL 460-2,"[0, 74, 38, 0]","[0, 63, 23, 0]",#EA838F,"[234, 131, 143]"
E7666F,RAL_460-3,RAL 460-3,"[0, 84, 56, 0]","[0, 90, 67, 0]",#E7666F,"[231, 102, 111]"
DA555C,RAL_460-4,RAL 460-4,"[0, 91, 70, 0]","[0, 86, 60, 0]",#DA555C,"[218, 85, 92]"
AE3E46,RAL_460-5,RAL 460-5,"[23, 100, 90, 15]","[0, 100, 100, 20]",#AE3E46,"[174, 62, 70]"
932535,RAL_460-6,RAL 460-6,"[13, 100, 80, 40]","[3, 100, 100, 20]",#932535,"[147, 37, 53]"
B44A56,RAL_460-M,RAL 460-M,"[8, 94, 70, 20]","[0, 100, 99, 5]",#B44A56,"[180, 74, 86]"
F5B5C8,RAL_470-1,RAL 470-1,"[0, 44, 15, 0]","[0, 34, 5, 0]",#F5B5C8,"[245, 181, 200]"
EF8EA3,RAL_470-2,RAL 470-2,"[0, 64, 25, 0]","[0, 62, 15, 0]",#EF8EA3,"[239, 142, 163]"
E67689,RAL_470-3,RAL 470-3,"[0, 78, 40, 0]","[0, 80, 38, 0]",#E67689,"[230, 118, 137]"
D24E6D,RAL_470-4,RAL 470-4,"[7, 93, 45, 0]","[0, 98, 30, 0]",#D24E6D,"[210, 78, 109]"
B62F55,RAL_470-5,RAL 470-5,"[12, 100, 60, 20]","[7, 100, 60, 0]",#B62F55,"[182, 47, 85]"
A62849,RAL_470-6,RAL 470-6,"[7, 100, 60, 35]","[7, 100, 70, 5]",#A62849,"[166, 40, 73]"
B45365,RAL_470-M,RAL 470-M,"[22, 93, 60, 15]","[5, 100, 77, 5]",#B45365,"[180, 83, 101]"
F8CDCE,RAL_480-1,RAL 480-1,"[0, 28, 15, 0]","[0, 20, 8, 0]",#F8CDCE,"[248, 205, 206]"
F5C4C3,RAL_480-2,RAL 480-2,"[0, 36, 20, 0]","[0, 22, 10, 0]",#F5C4C3,"[245, 196, 195]"
F2BEC2,RAL_480-3,RAL 480-3,"[0, 38, 20, 0]","[0, 25, 10, 0]",#F2BEC2,"[242, 190, 194]"
F4A8B7,RAL_480-4,RAL 480-4,"[0, 52, 20, 0]","[0, 43, 10, 0]",#F4A8B7,"[244, 168, 183]"
F093A4,RAL_480-5,RAL 480-5,"[0, 63, 30, 0]","[0, 55, 20, 0]",#F093A4,"[240, 147, 164]"
E26F88,RAL_480-6,RAL 480-6,"[0, 82, 35, 0]","[0, 77, 20, 0]",#E26F88,"[226, 111, 136]"
B78388,RAL_480-M,RAL 480-M,"[23, 69, 40, 20]","[10, 75, 30, 10]",#B78388,"[183, 131, 136]"
F4D3D4,RAL_490-1,RAL 490-1,"[0, 32, 15, 0]","[0, 15, 7, 0]",#F4D3D4,"[244, 211, 212]"
F9CEC8,RAL_490-2,RAL 490-2,"[0, 28, 20, 0]","[0, 21, 10, 0]",#F9CEC8,"[249, 206, 200]"
ECA098,RAL_490-3,RAL 490-3,"[0, 57, 40, 0]","[0, 43, 20, 0]",#ECA098,"[236, 160, 152]"
C88280,RAL_490-4,RAL 490-4,"[8, 62, 40, 15]","[5, 77, 30, 0]",#C88280,"[200, 130, 128]"
C48493,RAL_490-5,RAL 490-5,"[14, 63, 30, 10]","[5, 63, 20, 10]",#C48493,"[196, 132, 147]"
D8A2AF,RAL_490-6,RAL 490-6,"[12, 48, 21, 0]","[0, 35, 7, 5]",#D8A2AF,"[216, 162, 175]"
AF8892,RAL_490-M,RAL 490-M,"[12, 66, 25, 40]","[5, 40, 10, 10]",#AF8892,"[175, 136, 146]"
F1C9E1,RAL_510-1,RAL 510-1,"[0, 29, 0, 0]","[0, 17, 0, 0]",#F1C9E1,"[241, 201, 225]"
EAA4D0,RAL_510-2,RAL 510-2,"[3, 48, 0, 0]","[3, 41, 0, 0]",#EAA4D0,"[234, 164, 208]"
E083B5,RAL_510-3,RAL 510-3,"[9, 73, 0, 0]","[4, 65, 0, 0]",#E083B5,"[224, 131, 181]"
CE6292,RAL_510-4,RAL 510-4,"[16, 84, 10, 0]","[3, 90, 5, 5]",#CE6292,"[206, 98, 146]"
C4467E,RAL_510-5,RAL 510-5,"[22, 93, 30, 0]","[0, 99, 0, 5]",#C4467E,"[196, 70, 126]"
A43C71,RAL_510-6,RAL 510-6,"[12, 94, 5, 40]","[3, 100, 0, 30]",#A43C71,"[164, 60, 113]"
A0427E,RAL_510-M,RAL 510-M,"[30, 94, 10, 25]","[22, 100, 0, 5]",#A0427E,"[160, 66, 126]"
F4D4E4,RAL_520-1,RAL 520-1,"[0, 27, 5, 0]","[0, 13, 0, 0]",#F4D4E4,"[244, 212, 228]"
F0BCDA,RAL_520-2,RAL 520-2,"[3, 41, 0, 0]","[0, 27, 0, 0]",#F0BCDA,"[240, 188, 218]"
E4A6C7,RAL_520-3,RAL 520-3,"[5, 56, 5, 0]","[3, 40, 0, 0]",#E4A6C7,"[228, 166, 199]"
C4739A,RAL_520-4,RAL 520-4,"[17, 76, 15, 10]","[10, 80, 5, 0]",#C4739A,"[196, 115, 154]"
A84F75,RAL_520-5,RAL 520-5,"[17, 84, 20, 30]","[3, 100, 5, 20]",#A84F75,"[168, 79, 117]"
9A5676,RAL_520-6,RAL 520-6,"[38, 84, 35, 20]","[5, 95, 0, 30]",#9A5676,"[154, 86, 118]"
B76BA0,RAL_520-M,RAL 520-M,"[23, 76, 0, 15]","[20, 85, 5, 0]",#B76BA0,"[183, 107, 160]"
9E4B56,RAL_530-1,RAL 530-1,"[18, 93, 60, 35]","[0, 100, 62, 20]",#9E4B56,"[158, 75, 86]"
964657,RAL_530-2,RAL 530-2,"[33, 94, 60, 20]","[3, 100, 60, 30]",#964657,"[150, 70, 87]"
803F50,RAL_530-3,RAL 530-3,"[19, 94, 50, 50]","[0, 100, 10, 35]",#803F50,"[128, 63, 80]"
853754,RAL_530-4,RAL 530-4,"[59, 100, 70, 0]","[0, 98, 5, 40]",#853754,"[133, 55, 84]"
6E2E48,RAL_530-5,RAL 530-5,"[0, 96, 15, 70]","[3, 100, 5, 40]",#6E2E48,"[110, 46, 72]"
6C3454,RAL_530-6,RAL 530-6,"[46, 98, 20, 60]","[20, 100, 0, 43]",#6C3454,"[108, 52, 84]"
6F3D4F,RAL_530-M,RAL 530-M,"[45, 93, 60, 50]","[25, 100, 30, 30]",#6F3D4F,"[111, 61, 79]"
DBC1DB,RAL_540-1,RAL 540-1,"[12, 29, 0, 0]","[5, 17, 0, 0]",#DBC1DB,"[219, 193, 219]"
C8A2C7,RAL_540-2,RAL 540-2,"[22, 49, 5, 0]","[7, 30, 0, 5]",#C8A2C7,"[200, 162, 199]"
8A6189,RAL_540-3,RAL 540-3,"[41, 72, 5, 40]","[47, 90, 5, 0]",#8A6189,"[138, 97, 137]"
A36B9E,RAL_540-4,RAL 540-4,"[47, 78, 10, 0]","[30, 65, 0, 0]",#A36B9E,"[163, 107, 158]"
8E5884,RAL_540-5,RAL 540-5,"[34, 82, 5, 35]","[43, 100, 5, 0]",#8E5884,"[142, 88, 132]"
613459,RAL_540-6,RAL 540-6,"[58, 100, 10, 50]","[38, 100, 0, 40]",#613459,"[97, 52, 89]"
754568,RAL_540-M,RAL 540-M,"[72, 94, 40, 40]","[35, 100, 0, 50]",#754568,"[117, 69, 104]"
E5D4DF,RAL_550-1,RAL 550-1,"[3, 18, 5, 0]","[3, 10, 0, 0]",#E5D4DF,"[229, 212, 223]"
D5BECF,RAL_550-2,RAL 550-2,"[5, 27, 0, 11]","[5, 21, 0, 0]",#D5BECF,"[213, 190, 207]"
BB94AE,RAL_550-3,RAL 550-3,"[7, 42, 0, 35]","[47, 47, 5, 0]",#BB94AE,"[187, 148, 174]"
A3788F,RAL_550-4,RAL 550-4,"[37, 73, 30, 15]","[10, 55, 0, 30]",#A3788F,"[163, 120, 143]"
92657E,RAL_550-5,RAL 550-5,"[21, 74, 20, 45]","[20, 88, 5, 30]",#92657E,"[146, 101, 126]"
805369,RAL_550-6,RAL 550-6,"[6, 71, 10, 60]","[10, 100, 6, 50]",#805369,"[128, 83, 105]"
B8A0A8,RAL_550-M,RAL 550-M,"[37, 52, 35, 5]","[20, 40, 10, 6]",#B8A0A8,"[184, 160, 168]"
D2BFCD,RAL_560-1,RAL 560-1,"[12, 31, 5, 15]","[5, 15, 0, 0]",#D2BFCD,"[210, 191, 205]"
B89FB2,RAL_560-2,RAL 560-2,"[6, 32, 0, 40]","[11, 30, 0, 10]",#B89FB2,"[184, 159, 178]"
947388,RAL_560-3,RAL 560-3,"[16, 52, 5, 50]","[30, 62, 10, 10]",#947388,"[148, 115, 136]"
7E5A69,RAL_560-4,RAL 560-4,"[36, 72, 35, 50]","[42, 100, 40, 20]",#7E5A69,"[126, 90, 105]"
8D7888,RAL_560-5,RAL 560-5,"[46, 61, 30, 25]","[40, 66, 20, 10]",#8D7888,"[141, 120, 136]"
847387,RAL_560-6,RAL 560-6,"[36, 51, 20, 45]","[20, 40, 0, 40]",#847387,"[132, 115, 135]"
B29CAE,RAL_560-M,RAL 560-M,"[4, 39, 0, 40]","[5, 30, 0, 20]",#B29CAE,"[178, 156, 174]"
D9CFEC,RAL_570-1,RAL 570-1,"[15, 14, 0, 0]","[7, 10, 0, 0]",#D9CFEC,"[217, 207, 236]"
CDBFE8,RAL_570-2,RAL 570-2,"[26, 28, 0, 0]","[8, 11, 0, 0]",#CDBFE8,"[205, 191, 232]"
BAABE1,RAL_570-3,RAL 570-3,"[35, 36, 0, 0]","[25, 20, 0, 0]",#BAABE1,"[186, 171, 225]"
AC98D4,RAL_570-4,RAL 570-4,"[48, 43, 0, 0]","[30, 35, 0, 0]",#AC98D4,"[172, 152, 212]"
9275B8,RAL_570-5,RAL 570-5,"[58, 58, 0, 0]","[45, 60, 0, 0]",#9275B8,"[146, 117, 184]"
8867A1,RAL_570-6,RAL 570-6,"[64, 74, 10, 0]","[40, 35, 0, 0]",#8867A1,"[136, 103, 161]"
9070AC,RAL_570-M,RAL 570-M,"[64, 79, 5, 0]","[51, 70, 0, 0]",#9070AC,"[144, 112, 172]"
C8D0EB,RAL_580-1,RAL 580-1,"[20, 14, 0, 0]","[7, 5, 0, 0]",#C8D0EB,"[200, 208, 235]"
C5C8E6,RAL_580-2,RAL 580-2,"[19, 14, 0, 5]","[12, 8, 0, 0]",#C5C8E6,"[197, 200, 230]"
B0B3D7,RAL_580-3,RAL 580-3,"[36, 32, 5, 0]","[20, 15, 0, 0]",#B0B3D7,"[176, 179, 215]"
7774A0,RAL_580-4,RAL 580-4,"[50, 43, 0, 35]","[72, 70, 5, 0]",#7774A0,"[119, 116, 160]"
4F5475,RAL_580-5,RAL 580-5,"[90, 82, 45, 12]","[90, 70, 0, 31]",#4F5475,"[79, 84, 117]"
3A3A5D,RAL_580-6,RAL 580-6,"[93, 78, 0, 70]","[100, 90, 0, 41]",#3A3A5D,"[58, 58, 93]"
7F819C,RAL_580-M,RAL 580-M,"[50, 46, 20, 30]","[44, 40, 0, 30]",#7F819C,"[127, 129, 156]"
786EA2,RAL_590-1,RAL 590-1,"[70, 63, 15, 0]","[66, 70, 5, 0]",#786EA2,"[120, 110, 162]"
58467E,RAL_590-2,RAL 590-2,"[81, 85, 0, 40]","[95, 100, 0, 0]",#58467E,"[88, 70, 126]"
453A73,RAL_590-3,RAL 590-3,"[97, 100, 40, 0]","[100, 98, 0, 0]",#453A73,"[69, 58, 115]"
3B3764,RAL_590-4,RAL 590-4,"[100, 94, 40, 25]","[100, 91, 0, 30]",#3B3764,"[59, 55, 100]"
333562,RAL_590-5,RAL 590-5,"[100, 88, 20, 52]","[100, 95, 0, 30]",#333562,"[51, 53, 98]"
3A3C82,RAL_590-6,RAL 590-6,"[100, 83, 0, 20]","[100, 78, 0, 0]",#3A3C82,"[58, 60, 130]"
44426E,RAL_590-M,RAL 590-M,"[90, 88, 20, 50]","[100, 90, 0, 31]",#44426E,"[68, 66, 110]"
7890B2,RAL_610-1,RAL 610-1,"[48, 23, 5, 30]","[44, 20, 0, 10]",#7890B2,"[120, 144, 178]"
6D7E9C,RAL_610-2,RAL 610-2,"[69, 49, 20, 20]","[50, 19, 0, 30]",#6D7E9C,"[109, 126, 156]"
7B96C0,RAL_610-3,RAL 610-3,"[66, 34, 5, 15]","[35, 10, 0, 5]",#7B96C0,"[123, 150, 192]"
96B1DD,RAL_610-4,RAL 610-4,"[48, 24, 0, 0]","[35, 10, 0, 0]",#96B1DD,"[150, 177, 221]"
6176B6,RAL_610-5,RAL 610-5,"[78, 51, 0, 10]","[75, 40, 0, 0]",#6176B6,"[97, 118, 182]"
5868A0,RAL_610-6,RAL 610-6,"[80, 56, 5, 25]","[100, 55, 0, 5]",#5868A0,"[88, 104, 160]"
8CA0C1,RAL_610-M,RAL 610-M,"[46, 18, 0, 30]","[35, 19, 0, 5]",#8CA0C1,"[140, 160, 193]"
476990,RAL_620-1,RAL 620-1,"[84, 46, 15, 35]","[87, 20, 0, 40]",#476990,"[71, 105, 144]"
6C94B2,RAL_620-2,RAL 620-2,"[72, 29, 20, 5]","[58, 10, 5, 5]",#6C94B2,"[108, 148, 178]"
6B8697,RAL_620-3,RAL 620-3,"[44, 14, 10, 50]","[52, 10, 5, 30]",#6B8697,"[107, 134, 151]"
465F71,RAL_620-4,RAL 620-4,"[90, 62, 50, 24]","[100, 60, 30, 10]",#465F71,"[70, 95, 113]"
283D56,RAL_620-5,RAL 620-5,"[92, 44, 3, 81]","[100, 90, 60, 0]",#283D56,"[40, 61, 86]"
31394C,RAL_620-6,RAL 620-6,"[90, 66, 24, 86]","[100, 100, 60, 10]",#31394C,"[49, 57, 76]"
243E54,RAL_620-M,RAL 620-M,"[100, 38, 15, 90]","[100, 75, 40, 10]",#243E54,"[36, 62, 84]"
6AA0D8,RAL_630-1,RAL 630-1,"[71, 24, 0, 5]","[60, 13, 0, 0]",#6AA0D8,"[106, 160, 216]"
566C94,RAL_630-2,RAL 630-2,"[80, 55, 25, 20]","[100, 60, 5, 10]",#566C94,"[86, 108, 148]"
415277,RAL_630-3,RAL 630-3,"[90, 72, 35, 35]","[100, 54, 0, 30]",#415277,"[65, 82, 119]"
424E74,RAL_630-4,RAL 630-4,"[90, 73, 30, 35]","[100, 51, 0, 30]",#424E74,"[66, 78, 116]"
343C5E,RAL_630-5,RAL 630-5,"[90, 64, 5, 70]","[100, 73, 5, 50]",#343C5E,"[52, 60, 94]"
323E5E,RAL_630-6,RAL 630-6,"[100, 90, 45, 41]","[90, 63, 0, 50]",#323E5E,"[50, 62, 94]"
384764,RAL_630-M,RAL 630-M,"[100, 91, 50, 45]","[100, 66, 10, 40]",#384764,"[56, 71, 100]"
5F9FCC,RAL_640-1,RAL 640-1,"[74, 24, 5, 15]","[67, 5, 0, 5]",#5F9FCC,"[95, 159, 204]"
3884BC,RAL_640-2,RAL 640-2,"[90, 41, 15, 0]","[100, 13, 0, 5]",#3884BC,"[56, 132, 188]"
2C76B3,RAL_640-3,RAL 640-3,"[90, 39, 5, 20]","[92, 20, 0, 5]",#2C76B3,"[44, 118, 179]"
1A5A94,RAL_640-4,RAL 640-4,"[100, 41, 0, 50]","[100, 45, 5, 10]",#1A5A94,"[26, 90, 148]"
275291,RAL_640-5,RAL 640-5,"[100, 63, 0, 40]","[100, 54, 0, 10]",#275291,"[39, 82, 145]"
224E84,RAL_640-6,RAL 640-6,"[100, 73, 11, 30]","[100, 36, 0, 30]",#224E84,"[34, 78, 132]"
0C4B8C,RAL_640-M,RAL 640-M,"[100, 53, 0, 31]","[100, 48, 0, 30]",#0C4B8C,"[12, 75, 140]"
75B4DE,RAL_650-1,RAL 650-1,"[62, 8, 0, 5]","[44, 0, 0, 5]",#75B4DE,"[117, 180, 222]"
0E74A7,RAL_650-2,RAL 650-2,"[100, 34, 11, 25]","[100, 18, 5, 5]",#0E74A7,"[14, 116, 167]"
15699E,RAL_650-3,RAL 650-3,"[100, 44, 11, 25]","[100, 18, 0, 20]",#15699E,"[21, 105, 158]"
115480,RAL_650-4,RAL 650-4,"[100, 29, 0, 61]","[100, 38, 0, 30]",#115480,"[17, 84, 128]"
385E80,RAL_650-5,RAL 650-5,"[90, 48, 35, 41]","[100, 36, 5, 30]",#385E80,"[56, 94, 128]"
2C4F6B,RAL_650-6,RAL 650-6,"[90, 43, 20, 68]","[100, 60, 21, 10]",#2C4F6B,"[44, 79, 107]"
