bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
37393B,RAL_000_20_00,RAL 000 20 00,"[70, 58, 53, 60]","[72, 57, 44, 62]",#37393B,"[55, 57, 59]"
414345,RAL_000_25_00,RAL 000 25 00,"[67, 55, 51, 53]","[67, 54, 43, 55]",#414345,"[65, 67, 69]"
4A4B4C,RAL_000_30_00,RAL 000 30 00,"[63, 51, 50, 49]","[63, 51, 43, 50]",#4A4B4C,"[74, 75, 76]"
565758,RAL_000_35_00,RAL 000 35 00,"[60, 48, 47, 42]","[58, 47, 40, 42]",#565758,"[86, 87, 88]"
606162,RAL_000_40_00,RAL 000 40 00,"[56, 45, 45, 36]","[55, 44, 39, 36]",#606162,"[96, 97, 98]"
6E6F70,RAL_000_45_00,RAL 000 45 00,"[53, 42, 41, 30]","[50, 40, 36, 29]",#6E6F70,"[110, 111, 112]"
787A7A,RAL_000_50_00,RAL 000 50 00,"[49, 39, 38, 25]","[47, 37, 33, 24]",#787A7A,"[120, 122, 122]"
838585,RAL_000_55_00,RAL 000 55 00,"[46, 36, 35, 21]","[43, 33, 30, 19]",#838585,"[131, 133, 133]"
909293,RAL_000_60_00,RAL 000 60 00,"[42, 32, 32, 16]","[39, 29, 27, 15]",#909293,"[144, 146, 147]"
9FA1A2,RAL_000_65_00,RAL 000 65 00,"[37, 28, 28, 11]","[34, 25, 23, 10]",#9FA1A2,"[159, 161, 162]"
ADAFAF,RAL_000_70_00,RAL 000 70 00,"[33, 24, 25, 8]","[30, 22, 20, 7]",#ADAFAF,"[173, 175, 175]"
BBBDBE,RAL_000_75_00,RAL 000 75 00,"[28, 20, 21, 5]","[25, 18, 17, 4]",#BBBDBE,"[187, 189, 190]"
CACBCC,RAL_000_80_00,RAL 000 80 00,"[23, 15, 16, 3]","[20, 14, 14, 2]",#CACBCC,"[202, 203, 204]"
D6D7D6,RAL_000_85_00,RAL 000 85 00,"[18, 12, 15, 2]","[16, 11, 12, 1]",#D6D7D6,"[214, 215, 214]"
E1E4E2,RAL_000_90_00,RAL 000 90 00,"[13, 7, 11, 0]","[12, 7, 9, 0]",#E1E4E2,"[225, 228, 226]"
4A2E35,RAL_010_20_15,RAL 010 20 15,"[56, 74, 53, 59]","[62, 87, 54, 52]",#4A2E35,"[74, 46, 53]"
512D35,RAL_010_20_20,RAL 010 20 20,"[51, 76, 52, 57]","[58, 93, 57, 47]",#512D35,"[81, 45, 53]"
572A36,RAL_010_20_25,RAL 010 20 25,"[48, 80, 50, 56]","[55, 96, 56, 46]",#572A36,"[87, 42, 54]"
63444B,RAL_010_30_15,RAL 010 30 15,"[49, 65, 47, 45]","[56, 79, 53, 31]",#63444B,"[99, 68, 75]"
6B404A,RAL_010_30_20,RAL 010 30 20,"[45, 70, 47, 44]","[55, 86, 57, 25]",#6B404A,"[107, 64, 74]"
733E4A,RAL_010_30_25,RAL 010 30 25,"[40, 74, 45, 42]","[49, 92, 57, 23]",#733E4A,"[115, 62, 74]"
7A3948,RAL_010_30_30,RAL 010 30 30,"[34, 78, 44, 42]","[42, 96, 55, 25]",#7A3948,"[122, 57, 72]"
7C3244,RAL_010_30_35,RAL 010 30 35,"[30, 82, 44, 44]","[39, 98, 54, 26]",#7C3244,"[124, 50, 68]"
842A42,RAL_010_30_40,RAL 010 30 40,"[23, 86, 43, 44]","[34, 100, 55, 24]",#842A42,"[132, 42, 66]"
8C2143,RAL_010_30_44,RAL 010 30 44,"[16, 91, 38, 42]","[31, 100, 52, 21]",#8C2143,"[140, 33, 67]"
755F62,RAL_010_40_10,RAL 010 40 10,"[47, 54, 43, 33]","[44, 56, 39, 31]",#755F62,"[117, 95, 98]"
7D5A60,RAL_010_40_15,RAL 010 40 15,"[42, 59, 42, 33]","[42, 64, 42, 25]",#7D5A60,"[125, 90, 96]"
84555E,RAL_010_40_20,RAL 010 40 20,"[38, 63, 42, 31]","[43, 73, 48, 16]",#84555E,"[132, 85, 94]"
8D535F,RAL_010_40_25,RAL 010 40 25,"[33, 67, 40, 30]","[42, 79, 49, 11]",#8D535F,"[141, 83, 95]"
944E5C,RAL_010_40_30,RAL 010 40 30,"[29, 71, 40, 29]","[40, 84, 53, 6]",#944E5C,"[148, 78, 92]"
984859,RAL_010_40_35,RAL 010 40 35,"[25, 74, 40, 30]","[37, 89, 53, 7]",#984859,"[152, 72, 89]"
A1435B,RAL_010_40_40,RAL 010 40 40,"[20, 78, 37, 28]","[32, 93, 50, 7]",#A1435B,"[161, 67, 91]"
A83D59,RAL_010_40_45,RAL 010 40 45,"[15, 82, 36, 26]","[27, 96, 48, 7]",#A83D59,"[168, 61, 89]"
AE3558,RAL_010_40_50,RAL 010 40 50,"[12, 86, 36, 25]","[22, 100, 47, 8]",#AE3558,"[174, 53, 88]"
B22C54,RAL_010_40_53,RAL 010 40 53,"[9, 89, 37, 24]","[20, 100, 48, 7]",#B22C54,"[178, 44, 84]"
8C767B,RAL_010_50_10,RAL 010 50 10,"[41, 47, 36, 22]","[36, 46, 31, 21]",#8C767B,"[140, 118, 123]"
947279,RAL_010_50_15,RAL 010 50 15,"[36, 51, 35, 22]","[34, 53, 33, 19]",#947279,"[148, 114, 121]"
9D6D77,RAL_010_50_20,RAL 010 50 20,"[31, 56, 35, 21]","[30, 59, 34, 14]",#9D6D77,"[157, 109, 119]"
A76876,RAL_010_50_25,RAL 010 50 25,"[27, 60, 34, 20]","[29, 66, 36, 9]",#A76876,"[167, 104, 118]"
AF6473,RAL_010_50_30,RAL 010 50 30,"[22, 64, 35, 18]","[27, 71, 40, 4]",#AF6473,"[175, 100, 115]"
B45E72,RAL_010_50_35,RAL 010 50 35,"[18, 68, 32, 18]","[26, 76, 40, 2]",#B45E72,"[180, 94, 114]"
BA5A70,RAL_010_50_40,RAL 010 50 40,"[15, 71, 33, 16]","[24, 80, 40, 0]",#BA5A70,"[186, 90, 112]"
C1546F,RAL_010_50_45,RAL 010 50 45,"[12, 75, 32, 15]","[20, 83, 40, 0]",#C1546F,"[193, 84, 111]"
CC4C6E,RAL_010_50_50,RAL 010 50 50,"[7, 79, 31, 11]","[13, 88, 37, 0]",#CC4C6E,"[204, 76, 110]"
A68C91,RAL_010_60_10,RAL 010 60 10,"[32, 42, 31, 14]","[28, 40, 26, 12]",#A68C91,"[166, 140, 145]"
B28B91,RAL_010_60_15,RAL 010 60 15,"[27, 45, 29, 13]","[24, 44, 26, 10]",#B28B91,"[178, 139, 145]"
BC8690,RAL_010_60_20,RAL 010 60 20,"[22, 49, 29, 11]","[20, 49, 26, 7]",#BC8690,"[188, 134, 144]"
C4818F,RAL_010_60_25,RAL 010 60 25,"[17, 54, 26, 9]","[18, 56, 26, 4]",#C4818F,"[196, 129, 143]"
CA7C8D,RAL_010_60_30,RAL 010 60 30,"[15, 57, 27, 9]","[16, 59, 27, 3]",#CA7C8D,"[202, 124, 141]"
D4788C,RAL_010_60_35,RAL 010 60 35,"[10, 61, 25, 6]","[12, 64, 27, 0]",#D4788C,"[212, 120, 140]"
DC738B,RAL_010_60_40,RAL 010 60 40,"[7, 65, 25, 4]","[9, 67, 27, 0]",#DC738B,"[220, 115, 139]"
E86D89,RAL_010_60_45,RAL 010 60 45,"[2, 69, 26, 0]","[4, 71, 26, 0]",#E86D89,"[232, 109, 137]"
C4A9AE,RAL_010_70_10,RAL 010 70 10,"[22, 33, 22, 6]","[20, 31, 19, 5]",#C4A9AE,"[196, 169, 174]"
CCA4AA,RAL_010_70_15,RAL 010 70 15,"[18, 38, 22, 6]","[16, 36, 19, 4]",#CCA4AA,"[204, 164, 170]"
D9A0AA,RAL_010_70_20,RAL 010 70 20,"[12, 43, 21, 4]","[11, 41, 18, 3]",#D9A0AA,"[217, 160, 170]"
E29CA8,RAL_010_70_25,RAL 010 70 25,"[8, 47, 20, 1]","[7, 45, 18, 1]",#E29CA8,"[226, 156, 168]"
EA98A7,RAL_010_70_30,RAL 010 70 30,"[4, 51, 20, 0]","[4, 48, 18, 0]",#EA98A7,"[234, 152, 167]"
F593A6,RAL_010_70_35,RAL 010 70 35,"[2, 54, 20, 0]","[1, 52, 18, 0]",#F593A6,"[245, 147, 166]"
E0C4C7,RAL_010_80_10,RAL 010 80 10,"[11, 26, 16, 2]","[11, 24, 13, 1]",#E0C4C7,"[224, 196, 199]"
EAC0C5,RAL_010_80_15,RAL 010 80 15,"[7, 31, 15, 1]","[6, 27, 13, 0]",#EAC0C5,"[234, 192, 197]"
F3BBC3,RAL_010_80_20,RAL 010 80 20,"[2, 35, 15, 0]","[3, 31, 12, 0]",#F3BBC3,"[243, 187, 195]"
F1E2E3,RAL_010_90_05,RAL 010 90 05,"[5, 13, 8, 0]","[6, 11, 7, 0]",#F1E2E3,"[241, 226, 227]"
F7DFDC,RAL_010_90_10,RAL 010 90 10,"[2, 16, 11, 0]","[3, 14, 9, 0]",#F7DFDC,"[247, 223, 220]"
F6E7EA,RAL_010_92_05,RAL 010 92 05,"[2, 11, 6, 0]","[4, 10, 4, 0]",#F6E7EA,"[246, 231, 234]"
3D3537,RAL_020_20_05,RAL 020 20 05,"[65, 62, 55, 60]","[68, 65, 48, 61]",#3D3537,"[61, 53, 55]"
473436,RAL_020_20_10,RAL 020 20 10,"[58, 67, 56, 58]","[63, 75, 54, 55]",#473436,"[71, 52, 54]"
533034,RAL_020_20_20,RAL 020 20 20,"[51, 75, 56, 57]","[57, 90, 61, 46]",#533034,"[83, 48, 52]"
5C252D,RAL_020_20_29,RAL 020 20 29,"[41, 84, 56, 58]","[50, 99, 65, 44]",#5C252D,"[92, 37, 45]"
53494B,RAL_020_30_05,RAL 020 30 05,"[58, 57, 50, 48]","[59, 59, 45, 45]",#53494B,"[83, 73, 75]"
5C4648,RAL_020_30_10,RAL 020 30 10,"[53, 61, 51, 47]","[57, 69, 53, 37]",#5C4648,"[92, 70, 72]"
693F43,RAL_020_30_20,RAL 020 30 20,"[44, 69, 52, 45]","[55, 85, 64, 25]",#693F43,"[105, 63, 67]"
783A41,RAL_020_30_30,RAL 020 30 30,"[35, 77, 53, 44]","[44, 94, 64, 25]",#783A41,"[120, 58, 65]"
852E3D,RAL_020_30_40,RAL 020 30 40,"[24, 84, 51, 43]","[34, 99, 64, 24]",#852E3D,"[133, 46, 61]"
8A2036,RAL_020_30_48,RAL 020 30 48,"[16, 91, 52, 44]","[29, 100, 64, 22]",#8A2036,"[138, 32, 54]"
6B6161,RAL_020_40_05,RAL 020 40 05,"[51, 49, 45, 35]","[49, 49, 40, 33]",#6B6161,"[107, 97, 97]"
725E5F,RAL_020_40_10,RAL 020 40 10,"[47, 53, 45, 35]","[45, 55, 42, 31]",#725E5F,"[114, 94, 95]"
835759,RAL_020_40_20,RAL 020 40 20,"[38, 61, 47, 33]","[42, 70, 52, 19]",#835759,"[131, 87, 89]"
914E54,RAL_020_40_30,RAL 020 40 30,"[30, 70, 48, 31]","[42, 84, 63, 6]",#914E54,"[145, 78, 84]"
9C444E,RAL_020_40_40,RAL 020 40 40,"[22, 77, 49, 30]","[34, 91, 64, 7]",#9C444E,"[156, 68, 78]"
AB3348,RAL_020_40_50,RAL 020 40 50,"[12, 86, 50, 27]","[22, 99, 62, 9]",#AB3348,"[171, 51, 72]"
837878,RAL_020_50_05,RAL 020 50 05,"[44, 43, 39, 24]","[41, 41, 34, 23]",#837878,"[131, 120, 120]"
8C7474,RAL_020_50_10,RAL 020 50 10,"[40, 47, 40, 24]","[36, 47, 36, 22]",#8C7474,"[140, 116, 116]"
9D6D70,RAL_020_50_20,RAL 020 50 20,"[31, 55, 40, 22]","[30, 58, 40, 15]",#9D6D70,"[157, 109, 112]"
AD656B,RAL_020_50_30,RAL 020 50 30,"[23, 63, 41, 19]","[27, 69, 46, 5]",#AD656B,"[173, 101, 107]"
B85B65,RAL_020_50_40,RAL 020 50 40,"[16, 70, 43, 17]","[24, 78, 51, 0]",#B85B65,"[184, 91, 101]"
C64F5F,RAL_020_50_50,RAL 020 50 50,"[9, 77, 45, 13]","[16, 85, 53, 0]",#C64F5F,"[198, 79, 95]"
D8435A,RAL_020_50_58,RAL 020 50 58,"[4, 83, 49, 5]","[6, 92, 55, 0]",#D8435A,"[216, 67, 90]"
9C9090,RAL_020_60_05,RAL 020 60 05,"[36, 36, 32, 15]","[33, 34, 28, 14]",#9C9090,"[156, 144, 144]"
A78E90,RAL_020_60_10,RAL 020 60 10,"[32, 40, 31, 14]","[29, 38, 27, 13]",#A78E90,"[167, 142, 144]"
B98789,RAL_020_60_20,RAL 020 60 20,"[23, 48, 33, 12]","[21, 48, 31, 9]",#B98789,"[185, 135, 137]"
C97E84,RAL_020_60_30,RAL 020 60 30,"[15, 56, 35, 9]","[16, 57, 35, 3]",#C97E84,"[201, 126, 132]"
D8747E,RAL_020_60_40,RAL 020 60 40,"[8, 63, 35, 5]","[10, 65, 37, 0]",#D8747E,"[216, 116, 126]"
B6AAAC,RAL_020_70_05,RAL 020 70 05,"[28, 29, 24, 8]","[25, 26, 20, 7]",#B6AAAC,"[182, 170, 172]"
C1A8A9,RAL_020_70_10,RAL 020 70 10,"[24, 33, 25, 7]","[20, 31, 21, 6]",#C1A8A9,"[193, 168, 169]"
D8A2A5,RAL_020_70_20,RAL 020 70 20,"[13, 42, 25, 4]","[11, 39, 22, 3]",#D8A2A5,"[216, 162, 165]"
E99AA0,RAL_020_70_30,RAL 020 70 30,"[4, 49, 26, 0]","[5, 47, 24, 0]",#E99AA0,"[233, 154, 160]"
D6C8C7,RAL_020_80_05,RAL 020 80 05,"[16, 20, 18, 2]","[15, 18, 15, 2]",#D6C8C7,"[214, 200, 199]"
DEC3C3,RAL_020_80_10,RAL 020 80 10,"[13, 25, 18, 2]","[11, 23, 15, 1]",#DEC3C3,"[222, 195, 195]"
F4BDC0,RAL_020_80_20,RAL 020 80 20,"[2, 33, 17, 0]","[2, 30, 15, 0]",#F4BDC0,"[244, 189, 192]"
F1E4E0,RAL_020_90_05,RAL 020 90 05,"[5, 12, 11, 0]","[6, 11, 9, 0]",#F1E4E0,"[241, 228, 224]"
F6E0DD,RAL_020_90_10,RAL 020 90 10,"[2, 15, 11, 0]","[4, 13, 9, 0]",#F6E0DD,"[246, 224, 221]"
684342,RAL_030_30_20,RAL 030 30 20,"[45, 66, 56, 46]","[54, 79, 65, 27]",#684342,"[104, 67, 66]"
743C3A,RAL_030_30_30,RAL 030 30 30,"[36, 74, 60, 45]","[47, 91, 76, 22]",#743C3A,"[116, 60, 58]"
7F3436,RAL_030_30_40,RAL 030 30 40,"[29, 81, 62, 43]","[37, 97, 76, 25]",#7F3436,"[127, 52, 54]"
852A30,RAL_030_30_45,RAL 030 30 45,"[22, 86, 64, 43]","[33, 99, 75, 24]",#852A30,"[133, 42, 48]"
715E5D,RAL_030_40_10,RAL 030 40 10,"[48, 52, 47, 35]","[46, 54, 44, 31]",#715E5D,"[113, 94, 93]"
835A58,RAL_030_40_20,RAL 030 40 20,"[38, 59, 50, 33]","[42, 66, 55, 19]",#835A58,"[131, 90, 88]"
90524F,RAL_030_40_30,RAL 030 40 30,"[31, 67, 55, 31]","[42, 79, 68, 8]",#90524F,"[144, 82, 79]"
9E4847,RAL_030_40_40,RAL 030 40 40,"[22, 75, 58, 28]","[35, 87, 75, 4]",#9E4847,"[158, 72, 71]"
AC3F44,RAL_030_40_50,RAL 030 40 50,"[15, 81, 59, 25]","[26, 94, 75, 5]",#AC3F44,"[172, 63, 68]"
B5313D,RAL_030_40_60,RAL 030 40 60,"[9, 88, 63, 23]","[19, 98, 76, 4]",#B5313D,"[181, 49, 61]"
8C7573,RAL_030_50_10,RAL 030 50 10,"[40, 46, 41, 24]","[36, 45, 37, 22]",#8C7573,"[140, 117, 115]"
9C716C,RAL_030_50_20,RAL 030 50 20,"[31, 52, 45, 22]","[30, 54, 44, 16]",#9C716C,"[156, 113, 108]"
AA6762,RAL_030_50_30,RAL 030 50 30,"[24, 60, 49, 20]","[28, 66, 55, 6]",#AA6762,"[170, 103, 98]"
BA615E,RAL_030_50_40,RAL 030 50 40,"[16, 67, 51, 16]","[23, 73, 59, 1]",#BA615E,"[186, 97, 94]"
C65655,RAL_030_50_50,RAL 030 50 50,"[11, 73, 56, 12]","[16, 80, 64, 0]",#C65655,"[198, 86, 85]"
D5494C,RAL_030_50_60,RAL 030 50 60,"[5, 81, 62, 7]","[8, 87, 71, 0]",#D5494C,"[213, 73, 76]"
A68F8D,RAL_030_60_10,RAL 030 60 10,"[32, 39, 35, 15]","[28, 37, 30, 13]",#A68F8D,"[166, 143, 141]"
B78883,RAL_030_60_20,RAL 030 60 20,"[24, 46, 38, 13]","[21, 46, 36, 9]",#B78883,"[183, 136, 131]"
C8837D,RAL_030_60_30,RAL 030 60 30,"[16, 53, 41, 9]","[16, 54, 42, 4]",#C8837D,"[200, 131, 125]"
D87B75,RAL_030_60_40,RAL 030 60 40,"[9, 60, 45, 5]","[10, 60, 47, 0]",#D87B75,"[216, 123, 117]"
E6706C,RAL_030_60_50,RAL 030 60 50,"[3, 67, 49, 0]","[4, 67, 52, 0]",#E6706C,"[230, 112, 108]"
C2AAA7,RAL_030_70_10,RAL 030 70 10,"[23, 32, 27, 7]","[20, 29, 23, 6]",#C2AAA7,"[194, 170, 167]"
D4A19B,RAL_030_70_20,RAL 030 70 20,"[14, 41, 32, 5]","[13, 38, 29, 4]",#D4A19B,"[212, 161, 155]"
E79A93,RAL_030_70_30,RAL 030 70 30,"[5, 48, 35, 0]","[5, 46, 33, 1]",#E79A93,"[231, 154, 147]"
F4928D,RAL_030_70_40,RAL 030 70 40,"[0, 54, 37, 0]","[0, 51, 36, 0]",#F4928D,"[244, 146, 141]"
DDC4BF,RAL_030_80_10,RAL 030 80 10,"[13, 25, 20, 2]","[12, 22, 17, 1]",#DDC4BF,"[221, 196, 191]"
F0BCB6,RAL_030_80_20,RAL 030 80 20,"[4, 33, 23, 0]","[3, 30, 20, 0]",#F0BCB6,"[240, 188, 182]"
F1E4E0,RAL_030_90_05,RAL 030 90 05,"[5, 11, 10, 0]","[6, 10, 8, 0]",#F1E4E0,"[241, 228, 224]"
F5E1DB,RAL_030_90_10,RAL 030 90 10,"[3, 14, 12, 0]","[4, 12, 10, 0]",#F5E1DB,"[245, 225, 219]"
4F322C,RAL_040_20_19,RAL 040 20 19,"[51, 70, 66, 60]","[56, 81, 70, 51]",#4F322C,"[79, 50, 44]"
524A48,RAL_040_30_05,RAL 040 30 05,"[58, 55, 53, 49]","[59, 57, 49, 45]",#524A48,"[82, 74, 72]"
594843,RAL_040_30_10,RAL 040 30 10,"[54, 58, 56, 49]","[57, 63, 56, 41]",#594843,"[89, 72, 67]"
64433A,RAL_040_30_20,RAL 040 30 20,"[45, 64, 62, 49]","[52, 76, 73, 32]",#64433A,"[100, 67, 58]"
733F36,RAL_040_30_30,RAL 040 30 30,"[37, 71, 65, 45]","[47, 85, 82, 24]",#733F36,"[115, 63, 54]"
7D3A31,RAL_040_30_40,RAL 040 30 40,"[30, 76, 69, 43]","[42, 92, 87, 21]",#7D3A31,"[125, 58, 49]"
6C6261,RAL_040_40_05,RAL 040 40 05,"[51, 48, 46, 35]","[49, 48, 43, 33]",#6C6261,"[108, 98, 97]"
715F5A,RAL_040_40_10,RAL 040 40 10,"[47, 50, 49, 36]","[47, 53, 48, 30]",#715F5A,"[113, 95, 90]"
7D5A50,RAL_040_40_20,RAL 040 40 20,"[39, 56, 55, 35]","[44, 64, 62, 21]",#7D5A50,"[125, 90, 80]"
8B5547,RAL_040_40_30,RAL 040 40 30,"[32, 63, 62, 34]","[44, 76, 77, 7]",#8B5547,"[139, 85, 71]"
974D3B,RAL_040_40_40,RAL 040 40 40,"[25, 70, 69, 31]","[38, 82, 88, 5]",#974D3B,"[151, 77, 59]"
A14633,RAL_040_40_50,RAL 040 40 50,"[20, 76, 75, 28]","[31, 86, 92, 6]",#A14633,"[161, 70, 51]"
AB3C2B,RAL_040_40_60,RAL 040 40 60,"[13, 82, 79, 25]","[24, 92, 95, 7]",#AB3C2B,"[171, 60, 43]"
B43426,RAL_040_40_67,RAL 040 40 67,"[9, 86, 83, 22]","[21, 96, 98, 2]",#B43426,"[180, 52, 38]"
817876,RAL_040_50_05,RAL 040 50 05,"[45, 42, 40, 25]","[42, 40, 36, 23]",#817876,"[129, 120, 118]"
89766F,RAL_040_50_10,RAL 040 50 10,"[40, 44, 44, 25]","[37, 43, 41, 23]",#89766F,"[137, 118, 111]"
997266,RAL_040_50_20,RAL 040 50 20,"[32, 50, 49, 23]","[31, 52, 50, 17]",#997266,"[153, 114, 102]"
A96D5C,RAL_040_50_30,RAL 040 50 30,"[24, 56, 56, 21]","[29, 62, 62, 7]",#A96D5C,"[169, 109, 92]"
B46550,RAL_040_50_40,RAL 040 50 40,"[18, 63, 62, 18]","[27, 69, 73, 0]",#B46550,"[180, 101, 80]"
C35F47,RAL_040_50_50,RAL 040 50 50,"[13, 68, 68, 14]","[19, 73, 80, 0]",#C35F47,"[195, 95, 71]"
CE563D,RAL_040_50_60,RAL 040 50 60,"[8, 74, 74, 10]","[12, 78, 86, 0]",#CE563D,"[206, 86, 61]"
DA4C37,RAL_040_50_70,RAL 040 50 70,"[4, 80, 77, 5]","[5, 83, 90, 0]",#DA4C37,"[218, 76, 55]"
9C9290,RAL_040_60_05,RAL 040 60 05,"[36, 35, 33, 15]","[33, 33, 29, 13]",#9C9290,"[156, 146, 144]"
A58F88,RAL_040_60_10,RAL 040 60 10,"[32, 38, 37, 15]","[29, 36, 33, 13]",#A58F88,"[165, 143, 136]"
B38A7E,RAL_040_60_20,RAL 040 60 20,"[25, 44, 42, 14]","[23, 43, 41, 11]",#B38A7E,"[179, 138, 126]"
C28472,RAL_040_60_30,RAL 040 60 30,"[18, 50, 49, 11]","[18, 51, 50, 4]",#C28472,"[194, 132, 114]"
D07F67,RAL_040_60_40,RAL 040 60 40,"[12, 55, 55, 8]","[14, 56, 58, 0]",#D07F67,"[208, 127, 103]"
DF785D,RAL_040_60_50,RAL 040 60 50,"[6, 62, 60, 2]","[6, 61, 64, 0]",#DF785D,"[223, 120, 93]"
EB7152,RAL_040_60_60,RAL 040 60 60,"[1, 66, 67, 0]","[2, 65, 73, 0]",#EB7152,"[235, 113, 82]"
B6ABA9,RAL_040_70_05,RAL 040 70 05,"[29, 28, 27, 8]","[26, 25, 23, 7]",#B6ABA9,"[182, 171, 169]"
C0A9A3,RAL_040_70_10,RAL 040 70 10,"[24, 31, 30, 7]","[21, 29, 26, 6]",#C0A9A3,"[192, 169, 163]"
D3A597,RAL_040_70_20,RAL 040 70 20,"[15, 38, 35, 5]","[13, 35, 33, 4]",#D3A597,"[211, 165, 151]"
E39F8B,RAL_040_70_30,RAL 040 70 30,"[8, 44, 41, 3]","[7, 42, 40, 1]",#E39F8B,"[227, 159, 139]"
ED9981,RAL_040_70_40,RAL 040 70 40,"[2, 48, 45, 0]","[4, 45, 45, 0]",#ED9981,"[237, 153, 129]"
FA9073,RAL_040_70_50,RAL 040 70 50,"[0, 55, 53, 0]","[0, 52, 53, 0]",#FA9073,"[250, 144, 115]"
D4C8C4,RAL_040_80_05,RAL 040 80 05,"[18, 20, 20, 2]","[16, 17, 16, 2]",#D4C8C4,"[212, 200, 196]"
DDC8BE,RAL_040_80_10,RAL 040 80 10,"[13, 22, 23, 2]","[12, 19, 19, 2]",#DDC8BE,"[221, 200, 190]"
F2C3B3,RAL_040_80_20,RAL 040 80 20,"[2, 29, 27, 0]","[3, 26, 24, 0]",#F2C3B3,"[242, 195, 179]"
F9BCA6,RAL_040_80_30,RAL 040 80 30,"[0, 35, 33, 0]","[0, 31, 30, 0]",#F9BCA6,"[249, 188, 166]"
EFE4DD,RAL_040_90_05,RAL 040 90 05,"[6, 11, 13, 0]","[7, 10, 10, 0]",#EFE4DD,"[239, 228, 221]"
F7E2D8,RAL_040_90_10,RAL 040 90 10,"[2, 14, 15, 0]","[4, 12, 12, 0]",#F7E2D8,"[247, 226, 216]"
443A36,RAL_050_20_10,RAL 050 20 10,"[61, 59, 60, 58]","[64, 62, 56, 57]",#443A36,"[68, 58, 54]"
48332A,RAL_050_20_16,RAL 050 20 16,"[55, 65, 67, 62]","[59, 72, 67, 56]",#48332A,"[72, 51, 42]"
624637,RAL_050_30_20,RAL 050 30 20,"[45, 60, 66, 49]","[52, 71, 75, 35]",#624637,"[98, 70, 55]"
6F4332,RAL_050_30_30,RAL 050 30 30,"[38, 66, 71, 47]","[45, 78, 84, 30]",#6F4332,"[111, 67, 50]"
74412B,RAL_050_30_36,RAL 050 30 36,"[34, 68, 75, 47]","[42, 80, 90, 29]",#74412B,"[116, 65, 43]"
6D5F56,RAL_050_40_10,RAL 050 40 10,"[48, 49, 53, 37]","[49, 51, 53, 30]",#6D5F56,"[109, 95, 86]"
7A5C4B,RAL_050_40_20,RAL 050 40 20,"[40, 53, 60, 37]","[46, 61, 68, 20]",#7A5C4B,"[122, 92, 75]"
83563E,RAL_050_40_30,RAL 050 40 30,"[34, 58, 68, 38]","[45, 69, 84, 14]",#83563E,"[131, 86, 62]"
8F5231,RAL_050_40_40,RAL 050 40 40,"[25, 64, 77, 36]","[36, 74, 93, 13]",#8F5231,"[143, 82, 49]"
994C2B,RAL_050_40_50,RAL 050 40 50,"[20, 70, 80, 33]","[30, 78, 96, 12]",#994C2B,"[153, 76, 43]"
88796F,RAL_050_50_10,RAL 050 50 10,"[42, 42, 46, 25]","[38, 40, 42, 23]",#88796F,"[136, 121, 111]"
957561,RAL_050_50_20,RAL 050 50 20,"[34, 46, 54, 25]","[33, 48, 55, 18]",#957561,"[149, 117, 97]"
A17154,RAL_050_50_30,RAL 050 50 30,"[27, 51, 62, 24]","[33, 56, 69, 9]",#A17154,"[161, 113, 84]"
AC6B49,RAL_050_50_40,RAL 050 50 40,"[21, 56, 68, 22]","[29, 62, 79, 3]",#AC6B49,"[172, 107, 73]"
B9673D,RAL_050_50_50,RAL 050 50 50,"[15, 62, 75, 19]","[23, 66, 88, 1]",#B9673D,"[185, 103, 61]"
C06131,RAL_050_50_60,RAL 050 50 60,"[10, 65, 82, 18]","[18, 68, 95, 2]",#C06131,"[192, 97, 49]"
CC5E28,RAL_050_50_70,RAL 050 50 70,"[6, 69, 87, 13]","[12, 70, 98, 1]",#CC5E28,"[204, 94, 40]"
D46025,RAL_050_50_78,RAL 050 50 78,"[4, 69, 89, 10]","[9, 69, 97, 0]",#D46025,"[212, 96, 37]"
A29084,RAL_050_60_10,RAL 050 60 10,"[33, 36, 40, 16]","[29, 34, 36, 15]",#A29084,"[162, 144, 132]"
AF8B77,RAL_050_60_20,RAL 050 60 20,"[26, 41, 47, 15]","[24, 40, 45, 11]",#AF8B77,"[175, 139, 119]"
BF8A6B,RAL_050_60_30,RAL 050 60 30,"[19, 45, 55, 13]","[21, 45, 57, 5]",#BF8A6B,"[191, 138, 107]"
CA8560,RAL_050_60_40,RAL 050 60 40,"[14, 50, 60, 11]","[18, 51, 65, 0]",#CA8560,"[202, 133, 96]"
D68151,RAL_050_60_50,RAL 050 60 50,"[9, 54, 69, 7]","[12, 53, 75, 0]",#D68151,"[214, 129, 81]"
E17B42,RAL_050_60_60,RAL 050 60 60,"[4, 59, 76, 4]","[5, 57, 84, 0]",#E17B42,"[225, 123, 66]"
EB7436,RAL_050_60_70,RAL 050 60 70,"[1, 64, 82, 0]","[2, 62, 92, 0]",#EB7436,"[235, 116, 54]"
F66A23,RAL_050_60_80,RAL 050 60 80,"[0, 70, 91, 0]","[0, 65, 97, 0]",#F66A23,"[246, 106, 35]"
BDADA2,RAL_050_70_10,RAL 050 70 10,"[25, 28, 31, 8]","[22, 25, 27, 7]",#BDADA2,"[189, 173, 162]"
