bgcolor,name,value1,value2,value3,value4,hex,r,g,b
FA8D4C,NCS S 0550-Y50R,0,54,69,0,#FA8D4C,250,141,76
F67E3D,NCS S 0560-Y50R,0,60,75,0,#F67E3D,246,126,61
F17024,NCS S 0570-Y50R,0,65,85,0,#F17024,241,112,36
EC6202,NCS S 0580-Y50R,0,70,95,0,#EC6202,236,98,2
EC6100,NCS S 0585-Y50R,0,70,100,0,#EC6100,236,97,0
F8EFDB,NCS S 0804-Y50R,0,4,15,3,#F8EFDB,248,239,219
F9E9D3,NCS S 0907-Y50R,0,8,18,3,#F9E9D3,249,233,211
F4E9D7,NCS S 1005-Y50R,0,5,15,5,#F4E9D7,244,233,215
FFE4C7,NCS S 1010-Y50R,0,15,25,0,#FFE4C7,255,228,199
FFD8AF,NCS S 1015-Y50R,0,20,35,0,#FFD8AF,255,216,175
FFCEA1,NCS S 1020-Y50R,0,25,40,0,#FFCEA1,255,206,161
FFB780,NCS S 1030-Y50R,0,36,51,0,#FFB780,255,183,128
FEA163,NCS S 1040-Y50R,0,46,61,0,#FEA163,254,161,99
F88847,NCS S 1050-Y50R,0,56,71,0,#F88847,248,136,71
F47D32,NCS S 1060-Y50R,0,60,80,0,#F47D32,244,125,50
EE6316,NCS S 1070-Y50R,0,70,90,0,#EE6316,238,99,22
EB6100,NCS S 1080-Y50R,0,70,100,0,#EB6100,235,97,0
E9DBCB,NCS S 1505-Y50R,0,8,15,10,#E9DBCB,233,219,203
EBD1B3,NCS S 1510-Y50R,0,15,28,8,#EBD1B3,235,209,179
EFC39E,NCS S 1515-Y50R,0,25,37,5,#EFC39E,239,195,158
D1C3B7,NCS S 2005-Y50R,0,10,15,20,#D1C3B7,209,195,183
CDB191,NCS S 2010-Y50R,0,19,34,20,#CDB191,205,177,145
DAA47D,NCS S 2020-Y50R,0,34,46,12,#DAA47D,218,164,125
E99561,NCS S 2030-Y50R,0,47,60,5,#E99561,233,149,97
E48249,NCS S 2040-Y50R,0,55,70,5,#E48249,228,130,73
DF7133,NCS S 2050-Y50R,0,62,80,5,#DF7133,223,113,51
CB5017,NCS S 2060-Y50R,0,73,90,11,#CB5017,203,80,23
CB4900,NCS S 2070-Y50R,0,75,100,14,#CB4900,203,73,0
C53C00,NCS S 2570-Y50R,0,80,100,17,#C53C00,197,60,0
A59B8D,NCS S 3005-Y50R,0,10,20,40,#A59B8D,165,155,141
B69A7E,NCS S 3010-Y50R,0,21,36,30,#B69A7E,182,154,126
BB886B,NCS S 3020-Y50R,0,38,45,25,#BB886B,187,136,107
B4704C,NCS S 3030-Y50R,0,50,60,25,#B4704C,180,112,76
BA663D,NCS S 3040-Y50R,0,58,70,20,#BA663D,186,102,61
AE5227,NCS S 3050-Y50R,0,65,80,25,#AE5227,174,82,39
AB4000,NCS S 3060-Y50R,0,72,100,30,#AB4000,171,64,0
9C2D00,NCS S 3560-Y50R,0,80,100,37,#9C2D00,156,45,0
887D73,NCS S 4005-Y50R,0,13,20,52,#887D73,136,125,115
947B66,NCS S 4010-Y50R,0,25,37,45,#947B66,148,123,102
976042,NCS S 4020-Y50R,0,48,58,40,#976042,151,96,66
93431E,NCS S 4040-Y50R,0,65,80,40,#93431E,147,67,30
93431E,NCS S 4040-Y50R,0,65,80,40,#93431E,147,67,30
973400,NCS S 4050-Y50R,0,75,100,40,#973400,151,52,0
842500,NCS S 4550-Y50R,0,80,100,50,#842500,132,37,0
776D65,NCS S 5005-Y50R,0,14,20,60,#776D65,119,109,101
745E4B,NCS S 5010-Y50R,0,27,40,60,#745E4B,116,94,75
85583F,NCS S 5020-Y50R,0,45,54,50,#85583F,133,88,63
814428,NCS S 5030-Y50R,0,59,69,50,#814428,129,68,40
7C2B0A,NCS S 5040-Y50R,0,72,85,52,#7C2B0A,124,43,10
645953,NCS S 6005-Y50R,0,17,20,68,#645953,100,89,83
624A3D,NCS S 6010-Y50R,0,35,40,68,#624A3D,98,74,61
6C3E28,NCS S 6020-Y50R,0,53,62,62,#6C3E28,108,62,40
622100,NCS S 6030-Y50R,0,72,90,66,#622100,98,33,0
2F2925,NCS S 7005-Y50R,0,15,20,90,#2F2925,47,41,37
513522,NCS S 7010-Y50R,0,45,58,75,#513522,81,53,34
431B00,NCS S 7020-Y50R,0,67,85,80,#431B00,67,27,0
2F2620,NCS S 8005-Y50R,0,25,30,90,#2F2620,47,38,32
30251E,NCS S 8010-Y50R,0,30,35,90,#30251E,48,37,30
FFF3E0,NCS S 0505-Y60R,0,6,15,0,#FFF3E0,255,243,224
FFF0D6,NCS S 0507-Y60R,0,8,20,0,#FFF0D6,255,240,214
FFEAD0,NCS S 0510-Y60R,0,11,21,0,#FFEAD0,255,234,208
FFE3C4,NCS S 0515-Y60R,0,15,27,0,#FFE3C4,255,227,196
FFD7B6,NCS S 0520-Y60R,0,21,31,0,#FFD7B6,255,215,182
FFBA92,NCS S 0530-Y60R,0,35,42,0,#FFBA92,255,186,146
FDA276,NCS S 0540-Y60R,0,45,51,0,#FDA276,253,162,118
FB8C5B,NCS S 0550-Y60R,0,55,61,0,#FB8C5B,251,140,91
F77F44,NCS S 0560-Y60R,0,60,71,0,#F77F44,247,127,68
F0642C,NCS S 0570-Y60R,0,70,80,0,#F0642C,240,100,44
EB5716,NCS S 0580-Y60R,0,75,90,0,#EB5716,235,87,22
E74800,NCS S 0585-Y60R,0,80,100,0,#E74800,231,72,0
FFF8EC,NCS S 0603-Y60R,0,3,10,0,#FFF8EC,255,248,236
F4E7D5,NCS S 1005-Y60R,0,7,15,5,#F4E7D5,244,231,213
FFE2C6,NCS S 1010-Y60R,0,16,25,0,#FFE2C6,255,226,198
FFD5B1,NCS S 1015-Y60R,0,22,33,0,#FFD5B1,255,213,177
FFC49D,NCS S 1020-Y60R,0,30,39,0,#FFC49D,255,196,157
FDAE86,NCS S 1030-Y60R,0,40,45,0,#FDAE86,253,174,134
FC9562,NCS S 1040-Y60R,0,51,59,0,#FC9562,252,149,98
F87F46,NCS S 1050-Y60R,0,60,70,0,#F87F46,248,127,70
F0642C,NCS S 1060-Y60R,0,70,80,0,#F0642C,240,100,44
EE6119,NCS S 1070-Y60R,0,71,89,0,#EE6119,238,97,25
E74800,NCS S 1080-Y60R,0,80,100,0,#E74800,231,72,0
E8D8C9,NCS S 1505-Y60R,0,10,15,10,#E8D8C9,232,216,201
E5C4A7,NCS S 1510-Y60R,0,20,30,10,#E5C4A7,229,196,167
F0C4A3,NCS S 1515-Y60R,0,25,35,5,#F0C4A3,240,196,163
CDBEB2,NCS S 2005-Y60R,0,11,15,22,#CDBEB2,205,190,178
D1B094,NCS S 2010-Y60R,0,22,33,18,#D1B094,209,176,148
D49F81,NCS S 2020-Y60R,0,35,41,15,#D49F81,212,159,129
EA9571,NCS S 2030-Y60R,0,48,51,5,#EA9571,234,149,113
E47C56,NCS S 2040-Y60R,0,58,61,5,#E47C56,228,124,86
DF6B3A,NCS S 2050-Y60R,0,65,75,5,#DF6B3A,223,107,58
CD4D18,NCS S 2060-Y60R,0,75,90,10,#CD4D18,205,77,24
C33706,NCS S 2070-Y60R,0,82,94,15,#C33706,195,55,6
D03200,NCS S 2075-Y60R,0,86,100,10,#D03200,208,50,0
BF3A00,NCS S 2570-Y60R,0,80,100,20,#BF3A00,191,58,0
B59684,NCS S 3010-Y60R,0,25,30,30,#B59684,181,150,132
B78A6E,NCS S 3020-Y60R,0,34,43,28,#B78A6E,183,138,110
B46D4F,NCS S 3030-Y60R,0,52,57,25,#B46D4F,180,109,79
B35D3C,NCS S 3040-Y60R,0,61,68,23,#B35D3C,179,93,60
AF400B,NCS S 3050-Y60R,0,73,90,25,#AF400B,175,64,11
B33200,NCS S 3060-Y60R,0,82,100,25,#B33200,179,50,0
962300,NCS S 3560-Y60R,0,85,100,40,#962300,150,35,0
95644D,NCS S 4020-Y60R,0,45,50,42,#95644D,149,100,77
934D33,NCS S 4030-Y60R,0,60,65,40,#934D33,147,77,51
923C1C,NCS S 4040-Y60R,0,70,80,40,#923C1C,146,60,28
922705,NCS S 4050-Y60R,0,80,90,40,#922705,146,39,5
7D1D03,NCS S 4550-Y60R,0,82,90,52,#7D1D03,125,29,3
845341,NCS S 5020-Y60R,0,50,50,50,#845341,132,83,65
803C24,NCS S 5030-Y60R,0,65,70,50,#803C24,128,60,36
6E1B00,NCS S 5040-Y60R,0,80,90,60,#6E1B00,110,27,0
6F381F,NCS S 6020-Y60R,0,60,70,60,#6F381F,111,56,31
5F1800,NCS S 6030-Y60R,0,80,90,67,#5F1800,95,24,0
441904,NCS S 7020-Y60R,0,70,80,80,#441904,68,25,4
FFF2E2,NCS S 0505-Y70R,0,7,13,0,#FFF2E2,255,242,226
FFF0DB,NCS S 0510-Y70R,0,8,17,0,#FFF0DB,255,240,219
FFE4CA,NCS S 0515-Y70R,0,15,23,0,#FFE4CA,255,228,202
FFD0B8,NCS S 0520-Y70R,0,25,27,0,#FFD0B8,255,208,184
FEAE91,NCS S 0530-Y70R,0,40,39,0,#FEAE91,254,174,145
FE9978,NCS S 0540-Y70R,0,50,48,0,#FE9978,254,153,120
FB835C,NCS S 0550-Y70R,0,59,59,0,#FB835C,251,131,92
F56A44,NCS S 0560-Y70R,0,69,69,0,#F56A44,245,106,68
ED4E29,NCS S 0570-Y70R,0,79,81,0,#ED4E29,237,78,41
E94815,NCS S 0580-Y70R,0,80,90,0,#E94815,233,72,21
E02F07,NCS S 0585-Y70R,0,90,100,0,#E02F07,224,47,7
FFF5EC,NCS S 0804-Y70R,0,5,8,0,#FFF5EC,255,245,236
F7E4D1,NCS S 0907-Y70R,0,10,17,4,#F7E4D1,247,228,209
F4E7D5,NCS S 1005-Y70R,0,7,15,5,#F4E7D5,244,231,213
FFDDCA,NCS S 1010-Y70R,0,18,20,0,#FFDDCA,255,221,202
FFD2BB,NCS S 1015-Y70R,0,24,26,0,#FFD2BB,255,210,187
FFC1A6,NCS S 1020-Y70R,0,32,33,0,#FFC1A6,255,193,166
FFA88B,NCS S 1030-Y70R,0,43,41,0,#FFA88B,255,168,139
FF977C,NCS S 1040-Y70R,0,51,46,0,#FF977C,255,151,124
F98050,NCS S 1050-Y70R,0,60,65,0,#F98050,249,128,80
F4653F,NCS S 1060-Y70R,0,71,71,0,#F4653F,244,101,63
EC4B30,NCS S 1070-Y70R,0,81,79,0,#EC4B30,236,75,48
E23403,NCS S 1080-Y70R,0,88,100,0,#E23403,226,52,3
E7D4C7,NCS S 1505-Y70R,0,12,15,10,#E7D4C7,231,212,199
E5C5B0,NCS S 1510-Y70R,0,20,25,10,#E5C5B0,229,197,176
F0C4AA,NCS S 1515-Y70R,0,25,30,5,#F0C4AA,240,196,170
C6B6AC,NCS S 2005-Y70R,0,12,15,25,#C6B6AC,198,182,172
D1AF9E,NCS S 2010-Y70R,0,23,26,18,#D1AF9E,209,175,158
E98C6F,NCS S 2030-Y70R,0,52,50,5,#E98C6F,233,140,111
E98C6F,NCS S 2030-Y70R,0,52,50,5,#E98C6F,233,140,111
DE7758,NCS S 2040-Y70R,0,60,59,7,#DE7758,222,119,88
DF6241,NCS S 2050-Y70R,0,70,70,5,#DF6241,223,98,65
CB401E,NCS S 2060-Y70R,0,82,88,10,#CB401E,203,64,30
CD2A03,NCS S 2070-Y70R,0,90,100,10,#CD2A03,205,42,3
C22308,NCS S 2075-Y70R,0,92,100,15,#C22308,194,35,8
B12304,NCS S 2570-Y70R,0,90,100,25,#B12304,177,35,4
AC9385,NCS S 3010-Y70R,0,22,25,35,#AC9385,172,147,133
B7836F,NCS S 3020-Y70R,0,40,40,27,#B7836F,183,131,111
B46E56,NCS S 3030-Y70R,0,52,52,25,#B46E56,180,110,86
B75E45,NCS S 3040-Y70R,0,63,62,22,#B75E45,183,94,69
B74030,NCS S 3050-Y70R,0,80,75,20,#B74030,183,64,48
A0270B,NCS S 3060-Y70R,0,84,90,33,#A0270B,160,39,11
921A0E,NCS S 3560-Y70R,0,90,90,40,#921A0E,146,26,14
90776E,NCS S 4010-Y70R,0,27,25,47,#90776E,144,119,110
925F4A,NCS S 4020-Y70R,0,47,50,43,#925F4A,146,95,74
98503B,NCS S 4030-Y70R,0,60,60,38,#98503B,152,80,59
963E29,NCS S 4040-Y70R,0,72,72,38,#963E29,150,62,41
8A1F07,NCS S 4050-Y70R,0,84,90,45,#8A1F07,138,31,7
81220F,NCS S 4550-Y70R,0,82,84,50,#81220F,129,34,15
745B53,NCS S 5010-Y70R,0,32,30,60,#745B53,116,91,83
834E3F,NCS S 5020-Y70R,0,53,50,50,#834E3F,131,78,63
81402F,NCS S 5030-Y70R,0,63,61,50,#81402F,129,64,47
721C0B,NCS S 5040-Y70R,0,82,84,58,#721C0B,114,28,11
634E43,NCS S 6010-Y70R,0,30,35,68,#634E43,99,78,67
6B3728,NCS S 6020-Y70R,0,60,60,62,#6B3728,107,55,40
682519,NCS S 6030-Y70R,0,76,71,63,#682519,104,37,25
4F342A,NCS S 7010-Y70R,0,45,45,76,#4F342A,79,52,42
441C13,NCS S 7020-Y70R,0,70,64,80,#441C13,68,28,19
2E1410,NCS S 8010-Y70R,0,65,50,90,#2E1410,46,20,16
FFF2E7,NCS S 0505-Y80R,0,7,10,0,#FFF2E7,255,242,231
FFF1E3,NCS S 0507-Y80R,0,8,12,0,#FFF1E3,255,241,227
FFEEE1,NCS S 0510-Y80R,0,10,12,0,#FFEEE1,255,238,225
FFE2D2,NCS S 0515-Y80R,0,16,17,0,#FFE2D2,255,226,210
FFD3C0,NCS S 0520-Y80R,0,24,23,0,#FFD3C0,255,211,192
FFB9A2,NCS S 0530-Y80R,0,36,33,0,#FFB9A2,255,185,162
FFA499,NCS S 0540-Y80R,0,48,35,0,#FFA499,255,164,153
FA7871,NCS S 0550-Y80R,0,67,49,0,#FA7871,250,120,113
F25A59,NCS S 0560-Y80R,0,78,58,0,#F25A59,242,90,89
E9473C,NCS S 0570-Y80R,0,85,75,0,#E9473C,233,71,60
E23420,NCS S 0580-Y80R,0,90,90,0,#E23420,226,52,32
E33832,NCS S 0585-Y80R,0,90,80,0,#E33832,227,56,50
FFFAF4,NCS S 0603-Y80R,0,2,5,0,#FFFAF4,255,250,244
F3E7DD,NCS S 1005-Y80R,0,7,10,5,#F3E7DD,243,231,221
FBDFD3,NCS S 1010-Y80R,0,15,15,2,#FBDFD3,251,223,211
FFD4C6,NCS S 1015-Y80R,0,23,20,0,#FFD4C6,255,212,198
FFC8B3,NCS S 1020-Y80R,0,29,27,0,#FFC8B3,255,200,179
FFAB97,NCS S 1030-Y80R,0,43,36,0,#FFAB97,255,171,151
FF9689,NCS S 1040-Y80R,0,54,41,0,#FF9689,255,150,137
FB806B,NCS S 1050-Y80R,0,62,52,0,#FB806B,251,128,107
F4665B,NCS S 1060-Y80R,0,74,59,0,#F4665B,244,102,91
EB4B44,NCS S 1070-Y80R,0,84,70,0,#EB4B44,235,75,68
DE2A19,NCS S 1080-Y80R,0,93,95,0,#DE2A19,222,42,25
DA1D16,NCS S 1085-Y80R,0,98,100,0,#DA1D16,218,29,22
DED3CB,NCS S 1505-Y80R,0,7,10,15,#DED3CB,222,211,203
E6CBBB,NCS S 1510-Y80R,0,17,20,10,#E6CBBB,230,203,187
F0C5B3,NCS S 1515-Y80R,0,25,25,5,#F0C5B3,240,197,179
C6121A,NCS S 1580-Y80R,0,100,95,10,#C6121A,198,18,26
C6B6AC,NCS S 2005-Y80R,0,12,15,25,#C6B6AC,198,182,172
CEAFA5,NCS S 2010-Y80R,0,22,20,20,#CEAFA5,206,175,165
D5A190,NCS S 2020-Y80R,0,35,32,15,#D5A190,213,161,144
DE8875,NCS S 2030-Y80R,0,52,45,10,#DE8875,222,136,117
EA7E6D,NCS S 2040-Y80R,0,60,50,5,#EA7E6D,234,126,109
E46757,NCS S 2050-Y80R,0,70,59,5,#E46757,228,103,87
CE463D,NCS S 2060-Y80R,0,82,70,10,#CE463D,206,70,61
BF302B,NCS S 2070-Y80R,0,90,80,15,#BF302B,191,48,43
9E170B,NCS S 2570-Y80R,0,95,100,35,#9E170B,158,23,11
A5968F,NCS S 3005-Y80R,0,15,15,40,#A5968F,165,150,143
AD958C,NCS S 3010-Y80R,0,22,20,35,#AD958C,173,149,140
B17F72,NCS S 3020-Y80R,0,40,35,30,#B17F72,177,127,114
B16C60,NCS S 3030-Y80R,0,52,43,28,#B16C60,177,108,96
B05343,NCS S 3040-Y80R,0,68,60,25,#B05343,176,83,67
A44130,NCS S 3050-Y80R,0,75,70,30,#A44130,164,65,48
9B1D10,NCS S 3060-Y80R,0,90,90,35,#9B1D10,155,29,16
7E0E0F,NCS S 3560-Y80R,0,95,90,50,#7E0E0F,126,14,15
8D817C,NCS S 4005-Y80R,0,15,15,50,#8D817C,141,129,124
8E5A50,NCS S 4020-Y80R,0,50,42,45,#8E5A50,142,90,80
965146,NCS S 4030-Y80R,0,60,50,40,#965146,150,81,70
953C36,NCS S 4040-Y80R,0,75,60,40,#953C36,149,60,54
892725,NCS S 4050-Y80R,0,85,70,45,#892725,137,39,37
6B0B0A,NCS S 4550-Y80R,0,95,90,60,#6B0B0A,107,11,10
776C64,NCS S 5005-Y80R,0,15,20,60,#776C64,119,108,100
7B473F,NCS S 5020-Y80R,0,55,45,55,#7B473F,123,71,63
82392F,NCS S 5030-Y80R,0,70,60,50,#82392F,130,57,47
6C1311,NCS S 5040-Y80R,0,90,80,60,#6C1311,108,19,17
645952,NCS S 6005-Y80R,0,17,20,68,#645952,100,89,82
6D3A32,NCS S 6020-Y80R,0,60,50,62,#6D3A32,109,58,50
5E1E1B,NCS S 6030-Y80R,0,80,62,68,#5E1E1B,94,30,27
493E3A,NCS S 7005-Y80R,0,20,20,80,#493E3A,73,62,58
431813,NCS S 7020-Y80R,0,75,60,80,#431813,67,24,19
231616,NCS S 8005-Y80R,0,40,25,95,#231616,35,22,22
231715,NCS S 8505-Y80R,0,40,30,95,#231715,35,23,21
FFF5EC,NCS S 0505-Y90R,0,6,8,0,#FFF5EC,255,245,236
FFE9E2,NCS S 0510-Y90R,0,12,10,0,#FFE9E2,255,233,226
FFE0D5,NCS S 0515-Y90R,0,17,15,0,#FFE0D5,255,224,213
FFCFC5,NCS S 0520-Y90R,0,26,19,0,#FFCFC5,255,207,197
FFBEB2,NCS S 0530-Y90R,0,35,26,0,#FFBEB2,255,190,178
FFA19D,NCS S 0540-Y90R,0,50,33,0,#FFA19D,255,161,157
FA7870,NCS S 0550-Y90R,0,67,50,0,#FA7870,250,120,112
E6373F,NCS S 0570-Y90R,0,90,70,0,#E6373F,230,55,63
E6373F,NCS S 0570-Y90R,0,90,70,0,#E6373F,230,55,63
D91023,NCS S 0580-Y90R,0,100,90,0,#D91023,217,16,35
FBF1E5,NCS S 0804-Y90R,0,5,10,2,#FBF1E5,251,241,229
FCEDE3,NCS S 0907-Y90R,0,8,10,2,#FCEDE3,252,237,227
F3E5DC,NCS S 1005-Y90R,0,8,10,5,#F3E5DC,243,229,220
FCE0D3,NCS S 1010-Y90R,0,15,15,2,#FCE0D3,252,224,211
FFD1C4,NCS S 1015-Y90R,0,25,20,0,#FFD1C4,255,209,196
FFC7B9,NCS S 1020-Y90R,0,30,24,0,#FFC7B9,255,199,185
FFABA4,NCS S 1030-Y90R,0,45,30,0,#FFABA4,255,171,164
FF9B95,NCS S 1040-Y90R,0,53,36,0,#FF9B95,255,155,149
FC7F73,NCS S 1050-Y90R,0,64,49,0,#FC7F73,252,127,115
F36359,NCS S 1060-Y90R,0,75,60,0,#F36359,243,99,89
E83F41,NCS S 1070-Y90R,0,88,70,0,#E83F41,232,63,65
CF1021,NCS S 1080-Y90R,0,100,90,5,#CF1021,207,16,33
D00B25,NCS S 1085-Y90R,0,100,85,5,#D00B25,208,11,37
DDCFC8,NCS S 1505-Y90R,0,10,10,15,#DDCFC8,221,207,200
E5C5B7,NCS S 1510-Y90R,0,20,20,10,#E5C5B7,229,197,183
EFC0B0,NCS S 1515-Y90R,0,28,25,5,#EFC0B0,239,192,176
BD0721,NCS S 1580-Y90R,0,100,85,15,#BD0721,189,7,33
C5B3AB,NCS S 2005-Y90R,0,14,15,25,#C5B3AB,197,179,171
CEB0A8,NCS S 2010-Y90R,0,22,18,20,#CEB0A8,206,176,168
D69990,NCS S 2020-Y90R,0,40,30,15,#D69990,214,153,144
D38277,NCS S 2030-Y90R,0,52,40,15,#D38277,211,130,119
D1736A,NCS S 2040-Y90R,0,60,45,15,#D1736A,209,115,106
C9584E,NCS S 2050-Y90R,0,72,58,15,#C9584E,201,88,78
BE453F,NCS S 2060-Y90R,0,80,65,18,#BE453F,190,69,63
B51F27,NCS S 2070-Y90R,0,95,80,20,#B51F27,181,31,39
960A18,NCS S 2570-Y90R,0,100,90,37,#960A18,150,10,24
A68D86,NCS S 3010-Y90R,0,23,20,38,#A68D86,166,141,134
A6766C,NCS S 3020-Y90R,0,41,34,35,#A6766C,166,118,108
AD6360,NCS S 3030-Y90R,0,57,39,30,#AD6360,173,99,96
B3514F,NCS S 3040-Y90R,0,70,50,25,#B3514F,179,81,79
B03F3E,NCS S 3050-Y90R,0,80,60,25,#B03F3E,176,63,62
9B2428,NCS S 3060-Y90R,0,90,72,35,#9B2428,155,36,40
7E1118,NCS S 3560-Y90R,0,95,80,50,#7E1118,126,17,24
8B746B,NCS S 4010-Y90R,0,25,25,50,#8B746B,139,116,107
8B5954,NCS S 4020-Y90R,0,49,36,47,#8B5954,139,89,84
904741,NCS S 4030-Y90R,0,65,50,43,#904741,144,71,65
8C3431,NCS S 4040-Y90R,0,78,60,45,#8C3431,140,52,49
841D22,NCS S 4050-Y90R,0,90,70,48,#841D22,132,29,34
6B0E12,NCS S 4550-Y90R,0,93,80,60,#6B0E12,107,14,18
755D58,NCS S 5010-Y90R,0,30,25,60,#755D58,117,93,88
764944,NCS S 5020-Y90R,0,51,39,58,#764944,118,73,68
743331,NCS S 5030-Y90R,0,70,50,58,#743331,116,51,49
530C07,NCS S 5040-Y90R,0,90,78,70,#530C07,83,12,7
460304,NCS S 5540-Y90R,0,100,80,75,#460304,70,3,4
5D4644,NCS S 6010-Y90R,0,35,25,70,#5D4644,93,70,68
5C3233,NCS S 6020-Y90R,0,58,35,70,#5C3233,92,50,51
450B00,NCS S 6030-Y90R,0,90,80,77,#450B00,69,11,0
4C3230,NCS S 7010-Y90R,0,45,30,78,#4C3230,76,50,48
39100C,NCS S 7020-Y90R,0,80,60,83,#39100C,57,16,12
291214,NCS S 8010-Y90R,0,60,30,92,#291214,41,18,20
FFF4EF,NCS S 0505-R,0,6,6,0,#FFF4EF,255,244,239
FFEEE8,NCS S 0507-R,0,10,8,0,#FFEEE8,255,238,232
FFE7E2,NCS S 0510-R,0,14,10,0,#FFE7E2,255,231,226
FFDCD5,NCS S 0515-R,0,20,14,0,#FFDCD5,255,220,213
FFD3CF,NCS S 0520-R,0,25,15,0,#FFD3CF,255,211,207
FFC1B9,NCS S 0530-R,0,34,23,0,#FFC1B9,255,193,185
FFA7A2,NCS S 0540-R,0,47,31,0,#FFA7A2,255,167,162
FE8784,NCS S 0550-R,0,61,41,0,#FE8784,254,135,132
F15268,NCS S 0560-R,0,80,45,0,#F15268,241,82,104
F15361,NCS S 0565-R,0,80,50,0,#F15361,241,83,97
F4E3DE,NCS S 1005-R,0,10,8,5,#F4E3DE,244,227,222
F1D9D5,NCS S 1010-R,0,15,10,6,#F1D9D5,241,217,213
FFD5D1,NCS S 1015-R,0,24,15,0,#FFD5D1,255,213,209
FCC8C9,NCS S 1020-R,0,29,15,2,#FCC8C9,252,200,201
FFB2B8,NCS S 1030-R,0,42,20,0,#FFB2B8,255,178,184
FF9FA7,NCS S 1040-R,0,51,26,0,#FF9FA7,255,159,167
FD7D86,NCS S 1050-R,0,65,37,0,#FD7D86,253,125,134
F15267,NCS S 1060-R,0,80,45,0,#F15267,241,82,103
E7344A,NCS S 1070-R,0,90,60,0,#E7344A,231,52,74
BF002A,NCS S 1080-R,0,100,75,15,#BF002A,191,0,42
E4BDB3,NCS S 1510-R,0,25,20,10,#E4BDB3,228,189,179
F0BCAE,NCS S 1515-R,0,30,25,5,#F0BCAE,240,188,174
9B0025,NCS S 1580-R,0,100,70,35,#9B0025,155,0,37
C6B7B0,NCS S 2005-R,0,12,12,25,#C6B7B0,198,183,176
C5B2AA,NCS S 2010-R,0,15,15,25,#C5B2AA,197,178,170
D99C99,NCS S 2020-R,0,40,25,15,#D99C99,217,156,153
D68486,NCS S 2030-R,0,52,30,15,#D68486,214,132,134
D27070,NCS S 2040-R,0,62,40,15,#D27070,210,112,112
C94C59,NCS S 2050-R,0,78,45,15,#C94C59,201,76,89
BC2D3E,NCS S 2060-R,0,90,60,18,#BC2D3E,188,45,62
A30024,NCS S 2070-R,0,100,75,30,#A30024,163,0,36
920022,NCS S 2570-R,0,100,70,40,#920022,146,0,34
A18586,NCS S 3010-R,0,27,15,40,#A18586,161,133,134
A6736D,NCS S 3020-R,0,43,32,35,#A6736D,166,115,109
A36563,NCS S 3030-R,0,52,35,35,#A36563,163,101,99
A54E54,NCS S 3040-R,0,68,40,32,#A54E54,165,78,84
A43942,NCS S 3050-R,0,80,50,32,#A43942,164,57,66
890023,NCS S 3060-R,0,100,65,45,#890023,137,0,35
6D001A,NCS S 3560-R,0,100,65,60,#6D001A,109,0,26
8B5A58,NCS S 4020-R,0,49,32,47,#8B5A58,139,90,88
874747,NCS S 4030-R,0,62,40,48,#874747,135,71,71
8C3138,NCS S 4040-R,0,80,50,45,#8C3138,140,49,56
811C27,NCS S 4050-R,0,90,60,50,#811C27,129,28,39
754A47,NCS S 5020-R,0,50,35,58,#754A47,117,74,71
6F2F35,NCS S 5030-R,0,72,40,61,#6F2F35,111,47,53
6D001C,NCS S 5040-R,0,100,60,60,#6D001C,109,0,28
5D2C31,NCS S 6020-R,0,65,35,70,#5D2C31,93,44,49
3B030A,NCS S 7020-R,0,90,50,80,#3B030A,59,3,10
3B030A,NCS S 7020-R,0,90,50,80,#3B030A,59,3,10
FFF3EF,NCS S 0505-R10B,0,7,5,0,#FFF3EF,255,243,239
FFEAEA,NCS S 0510-R10B,0,13,6,0,#FFEAEA,255,234,234
FFE4E9,NCS S 0515-R10B,0,16,5,0,#FFE4E9,255,228,233
FFD7DC,NCS S 0520-R10B,0,24,9,0,#FFD7DC,255,215,220
FFC7CF,NCS S 0530-R10B,0,32,12,0,#FFC7CF,255,199,207
FFACB7,NCS S 0540-R10B,0,45,19,0,#FFACB7,255,172,183
FF96A4,NCS S 0550-R10B,0,55,25,0,#FF96A4,255,150,164
FFF5F1,NCS S 0804-R10B,0,6,5,0,#FFF5F1,255,245,241
F4E4E0,NCS S 0907-R10B,0,10,7,5,#F4E4E0,244,228,224
EFE4DE,NCS S 1005-R10B,0,7,7,7,#EFE4DE,239,228,222
F4DBD7,NCS S 1010-R10B,0,15,10,5,#F4DBD7,244,219,215
F4D3D3,NCS S 1015-R10B,0,20,10,5,#F4D3D3,244,211,211
F4C5C6,NCS S 1020-R10B,0,28,14,5,#F4C5C6,244,197,198
FFB4C2,NCS S 1030-R10B,0,42,15,0,#FFB4C2,255,180,194
FF97AC,NCS S 1040-R10B,0,55,20,0,#FF97AC,255,151,172
FC758C,NCS S 1050-R10B,0,68,30,0,#FC758C,252,117,140
F25072,NCS S 1060-R10B,0,80,37,0,#F25072,242,80,114
D9315A,NCS S 1070-R10B,0,90,42,5,#D9315A,217,49,90
E8CECC,NCS S 1510-R10B,0,17,10,10,#E8CECC,232,206,204
DBB6B7,NCS S 1515-R10B,0,25,13,15,#DBB6B7,219,182,183
B0003E,NCS S 1575-R10B,0,100,45,25,#B0003E,176,0,62
C6B8B4,NCS S 2005-R10B,0,11,10,25,#C6B8B4,198,184,180
