bgcolor,name,value1,value2,value3,value4,hex,r,g,b
C4ABA9,NCS S 2010-R10B,0,20,12,25,#C4ABA9,196,171,169
CDA0A7,NCS S 2020-R10B,0,33,13,20,#CDA0A7,205,160,167
D78996,NCS S 2030-R10B,0,50,20,15,#D78996,215,137,150
D26F7F,NCS S 2040-R10B,0,62,27,15,#D26F7F,210,111,127
CC586A,NCS S 2050-R10B,0,72,35,15,#CC586A,204,88,106
B82750,NCS S 2060-R10B,0,90,37,20,#B82750,184,39,80
950036,NCS S 2070-R10B,0,100,42,40,#950036,149,0,54
A69093,NCS S 3010-R10B,0,22,10,38,#A69093,166,144,147
A77A81,NCS S 3020-R10B,0,40,17,35,#A77A81,167,122,129
A46674,NCS S 3030-R10B,0,52,18,35,#A46674,164,102,116
A04852,NCS S 3040-R10B,0,70,37,35,#A04852,160,72,82
952941,NCS S 3050-R10B,0,85,40,40,#952941,149,41,65
8B0029,NCS S 3060-R10B,0,100,55,45,#8B0029,139,0,41
8B7374,NCS S 4010-R10B,0,27,15,50,#8B7374,139,115,116
876169,NCS S 4020-R10B,0,42,15,50,#876169,135,97,105
884754,NCS S 4030-R10B,0,62,25,48,#884754,136,71,84
84303F,NCS S 4040-R10B,0,78,37,50,#84303F,132,48,63
6F0022,NCS S 4050-R10B,0,100,50,60,#6F0022,111,0,34
756161,NCS S 5010-R10B,0,27,15,60,#756161,117,97,97
724B51,NCS S 5020-R10B,0,47,20,60,#724B51,114,75,81
6F3139,NCS S 5030-R10B,0,70,35,61,#6F3139,111,49,57
52071C,NCS S 5040-R10B,0,90,40,72,#52071C,82,7,28
624D4F,NCS S 6010-R10B,0,32,15,68,#624D4F,98,77,79
5C2F3B,NCS S 6020-R10B,0,60,17,70,#5C2F3B,92,47,59
3B0A13,NCS S 6030-R10B,0,82,38,82,#3B0A13,59,10,19
42282C,NCS S 7010-R10B,0,50,20,82,#42282C,66,40,44
2D060E,NCS S 7020-R10B,0,80,30,88,#2D060E,45,6,14
1D0106,NCS S 8010-R10B,0,90,20,100,#1D0106,29,1,6
FFF5F3,NCS S 0505-R20B,0,6,4,0,#FFF5F3,255,245,243
FFF3F2,NCS S 0507-R20B,0,7,3,0,#FFF3F2,255,243,242
FFEFF1,NCS S 0510-R20B,0,10,3,0,#FFEFF1,255,239,241
FFE3EB,NCS S 0515-R20B,0,17,3,0,#FFE3EB,255,227,235
FFDBE3,NCS S 0520-R20B,0,22,6,0,#FFDBE3,255,219,227
FDC1D4,NCS S 0530-R20B,0,35,6,0,#FDC1D4,253,193,212
F8A8C4,NCS S 0540-R20B,0,45,7,0,#F8A8C4,248,168,196
FFF9F8,NCS S 0603-R20B,0,3,2,0,#FFF9F8,255,249,248
EDE3E0,NCS S 1005-R20B,0,7,5,8,#EDE3E0,237,227,224
F4DCDC,NCS S 1010-R20B,0,15,7,5,#F4DCDC,244,220,220
F4D3D8,NCS S 1015-R20B,0,20,7,5,#F4D3D8,244,211,216
F3C9D1,NCS S 1020-R20B,0,26,8,5,#F3C9D1,243,201,209
FBAEC7,NCS S 1030-R20B,0,43,8,0,#FBAEC7,251,174,199
F893B6,NCS S 1040-R20B,0,55,10,0,#F893B6,248,147,182
F26C9F,NCS S 1050-R20B,0,71,11,0,#F26C9F,242,108,159
EF538E,NCS S 1060-R20B,0,80,15,0,#EF538E,239,83,142
D82E71,NCS S 1070-R20B,0,90,20,5,#D82E71,216,46,113
DDCCCD,NCS S 1510-R20B,0,12,5,15,#DDCCCD,221,204,205
DAB6BA,NCS S 1515-R20B,0,25,10,15,#DAB6BA,218,182,186
C6BBB9,NCS S 2005-R20B,0,10,7,25,#C6BBB9,198,187,185
C4ABAC,NCS S 2010-R20B,0,20,10,25,#C4ABAC,196,171,172
C598A6,NCS S 2020-R20B,0,37,7,20,#C598A6,197,152,166
CC859C,NCS S 2030-R20B,0,50,10,15,#CC859C,204,133,156
C66E88,NCS S 2040-R20B,0,60,15,18,#C66E88,198,110,136
C64475,NCS S 2050-R20B,0,80,15,15,#C64475,198,68,117
B82360,NCS S 2060-R20B,0,90,20,20,#B82360,184,35,96
9C004B,NCS S 2065-R20B,0,100,20,35,#9C004B,156,0,75
A69D9B,NCS S 3005-R20B,0,10,8,40,#A69D9B,166,157,155
9B8A8F,NCS S 3010-R20B,0,20,5,43,#9B8A8F,155,138,143
9B737F,NCS S 3020-R20B,0,40,10,40,#9B737F,155,115,127
9A5D73,NCS S 3030-R20B,0,55,10,39,#9A5D73,154,93,115
96435F,NCS S 3040-R20B,0,70,15,40,#96435F,150,67,95
8B1C44,NCS S 3050-R20B,0,88,25,45,#8B1C44,139,28,68
81023D,NCS S 3060-R20B,0,94,22,50,#81023D,129,2,61
847D7E,NCS S 4005-R20B,0,10,5,55,#847D7E,132,125,126
8A6671,NCS S 4020-R20B,0,40,10,48,#8A6671,138,102,113
84475A,NCS S 4030-R20B,0,60,15,50,#84475A,132,71,90
7F2444,NCS S 4040-R20B,0,82,20,52,#7F2444,127,36,68
720038,NCS S 4050-R20B,0,100,15,60,#720038,114,0,56
786F75,NCS S 5005-R20B,0,15,0,60,#786F75,120,111,117
724853,NCS S 5020-R20B,0,50,15,60,#724853,114,72,83
6D2841,NCS S 5030-R20B,0,75,15,62,#6D2841,109,40,65
5F002F,NCS S 5040-R20B,0,100,10,70,#5F002F,95,0,47
5F575C,NCS S 6005-R20B,0,15,0,70,#5F575C,95,87,92
5C253A,NCS S 6020-R20B,0,70,10,70,#5C253A,92,37,58
3E001C,NCS S 6030-R20B,0,100,5,82,#3E001C,62,0,28
483F44,NCS S 7005-R20B,0,20,0,80,#483F44,72,63,68
2C0214,NCS S 7020-R20B,0,90,0,90,#2C0214,44,2,20
15010A,NCS S 8505-R20B,0,45,0,100,#15010A,21,1,10
15010A,NCS S 8505-R20B,0,45,0,100,#15010A,21,1,10
FFF6F7,NCS S 0505-R30B,0,5,2,0,#FFF6F7,255,246,247
FFF2F4,NCS S 0510-R30B,0,8,2,0,#FFF2F4,255,242,244
FEDCE9,NCS S 0520-R30B,0,20,2,0,#FEDCE9,254,220,233
FAC0D9,NCS S 0530-R30B,0,34,2,0,#FAC0D9,250,192,217
F6AECD,NCS S 0540-R30B,0,42,2,0,#F6AECD,246,174,205
F6F0F0,NCS S 0804-R30B,0,4,2,4,#F6F0F0,246,240,240
F3E8E5,NCS S 0907-R30B,0,7,5,5,#F3E8E5,243,232,229
F1E8E8,NCS S 1005-R30B,0,6,3,6,#F1E8E8,241,232,232
F3DFE0,NCS S 1010-R30B,0,13,5,5,#F3DFE0,243,223,224
F0C8D5,NCS S 1020-R30B,0,26,4,5,#F0C8D5,240,200,213
E8AAC4,NCS S 1030-R30B,0,40,3,5,#E8AAC4,232,170,196
E997C5,NCS S 1040-R30B,5,50,0,0,#E997C5,233,151,197
DD64A4,NCS S 1050-R30B,5,70,0,0,#DD64A4,221,100,164
D94997,NCS S 1060-R30B,5,80,0,0,#D94997,217,73,151
C7BBBC,NCS S 2005-R30B,0,10,5,25,#C7BBBC,199,187,188
C3ABB2,NCS S 2010-R30B,0,20,5,25,#C3ABB2,195,171,178
C699AA,NCS S 2020-R30B,0,36,5,20,#C699AA,198,153,170
CA85A3,NCS S 2030-R30B,0,50,3,15,#CA85A3,202,133,163
BD6F95,NCS S 2040-R30B,0,58,0,20,#BD6F95,189,111,149
B94F82,NCS S 2050-R30B,0,73,0,20,#B94F82,185,79,130
A9206E,NCS S 2060-R30B,5,90,0,25,#A9206E,169,32,110
A1909A,NCS S 3010-R30B,0,20,0,41,#A1909A,161,144,154
9C7589,NCS S 3020-R30B,0,40,0,40,#9C7589,156,117,137
9F6280,NCS S 3030-R30B,0,55,0,36,#9F6280,159,98,128
95446B,NCS S 3040-R30B,0,70,0,40,#95446B,149,68,107
912761,NCS S 3050-R30B,5,85,0,40,#912761,145,39,97
87005A,NCS S 3055-R30B,15,100,0,45,#87005A,135,0,90
8C7884,NCS S 4010-R30B,0,25,0,50,#8C7884,140,120,132
886577,NCS S 4020-R30B,0,40,0,50,#886577,136,101,119
844966,NCS S 4030-R30B,0,60,0,50,#844966,132,73,102
7C2B58,NCS S 4040-R30B,10,80,0,50,#7C2B58,124,43,88
74004B,NCS S 4050-R30B,15,100,0,58,#74004B,116,0,75
75606C,NCS S 5010-R30B,0,30,0,60,#75606C,117,96,108
71495D,NCS S 5020-R30B,0,50,0,60,#71495D,113,73,93
6D3150,NCS S 5030-R30B,5,70,0,60,#6D3150,109,49,80
510035,NCS S 5040-R30B,25,100,0,70,#510035,81,0,53
5D4852,NCS S 6010-R30B,0,35,0,70,#5D4852,93,72,82
58233B,NCS S 6020-R30B,0,70,0,72,#58233B,88,35,59
3A0023,NCS S 6030-R30B,25,95,0,80,#3A0023,58,0,35
48333C,NCS S 7010-R30B,0,40,0,80,#48333C,72,51,60
260117,NCS S 7020-R30B,25,80,0,90,#260117,38,1,23
15010A,NCS S 8010-R30B,0,45,0,100,#15010A,21,1,10
FFF6FA,NCS S 0505-R40B,0,5,0,0,#FFF6FA,255,246,250
FFF6FA,NCS S 0507-R40B,0,6,0,0,#FFF6FA,255,246,250
FFF2F8,NCS S 0510-R40B,0,8,0,0,#FFF2F8,255,242,248
FFEDF5,NCS S 0515-R40B,0,11,0,0,#FFEDF5,255,237,245
FDDCEC,NCS S 0520-R40B,0,20,0,0,#FDDCEC,253,220,236
F5C4E3,NCS S 0530-R40B,5,30,0,0,#F5C4E3,245,196,227
FBF6F9,NCS S 0603-R40B,0,3,0,2,#FBF6F9,251,246,249
E8E2E6,NCS S 1005-R40B,0,5,0,10,#E8E2E6,232,226,230
E7DBE1,NCS S 1010-R40B,0,10,0,10,#E7DBE1,231,219,225
E5D2DC,NCS S 1015-R40B,0,15,0,10,#E5D2DC,229,210,220
EACFE2,NCS S 1020-R40B,5,20,0,5,#EACFE2,234,207,226
EFB9E1,NCS S 1030-R40B,10,35,0,0,#EFB9E1,239,185,225
E6A0D3,NCS S 1040-R40B,12,45,0,0,#E6A0D3,230,160,211
D777B9,NCS S 1050-R40B,15,62,0,0,#D777B9,215,119,185
D6CBD1,NCS S 1510-R40B,0,10,0,18,#D6CBD1,214,203,209
D5BECD,NCS S 1515-R40B,3,20,0,15,#D5BECD,213,190,205
C2BEC2,NCS S 2005-R40B,0,5,0,28,#C2BEC2,194,190,194
C5B7BF,NCS S 2010-R40B,0,14,0,25,#C5B7BF,197,183,191
C4A4B9,NCS S 2020-R40B,5,30,0,20,#C4A4B9,196,164,185
C78BB8,NCS S 2030-R40B,15,48,0,11,#C78BB8,199,139,184
CA77C8,NCS S 2040-R40B,27,60,0,0,#CA77C8,202,119,200
B853B7,NCS S 2050-R40B,35,75,0,0,#B853B7,184,83,183
AC30A3,NCS S 2060-R40B,38,90,0,0,#AC30A3,172,48,163
A3929C,NCS S 3010-R40B,0,20,0,40,#A3929C,163,146,156
997C8F,NCS S 3020-R40B,5,35,0,40,#997C8F,153,124,143
9E7298,NCS S 3030-R40B,20,50,0,27,#9E7298,158,114,152
984E86,NCS S 3040-R40B,25,70,0,25,#984E86,152,78,134
8D2C7D,NCS S 3050-R40B,35,88,0,25,#8D2C7D,141,44,125
8B057F,NCS S 3055-R40B,40,100,0,25,#8B057F,139,5,127
7F6377,NCS S 4020-R40B,10,40,0,50,#7F6377,127,99,119
7B496D,NCS S 4030-R40B,20,62,0,45,#7B496D,123,73,109
7A2F6E,NCS S 4040-R40B,35,82,0,40,#7A2F6E,122,47,110
6D0168,NCS S 4050-R40B,45,100,0,45,#6D0168,109,1,104
6C4E61,NCS S 5020-R40B,10,45,0,60,#6C4E61,108,78,97
623258,NCS S 5030-R40B,30,70,0,57,#623258,98,50,88
540053,NCS S 5040-R40B,50,100,0,60,#540053,84,0,83
53324B,NCS S 6020-R40B,25,60,0,68,#53324B,83,50,75
3B0041,NCS S 6030-R40B,60,100,0,68,#3B0041,59,0,65
25021D,NCS S 7020-R40B,50,90,0,90,#25021D,37,2,29
FFFAFD,NCS S 0505-R50B,0,3,0,0,#FFFAFD,255,250,253
FCF5FA,NCS S 0510-R50B,1,5,0,0,#FCF5FA,252,245,250
F8E3F7,NCS S 0520-R50B,6,15,0,0,#F8E3F7,248,227,247
EEC7EF,NCS S 0530-R50B,13,28,0,0,#EEC7EF,238,199,239
F6F6F9,NCS S 0804-R50B,3,2,0,2,#F6F6F9,246,246,249
EFEBEF,NCS S 0907-R50B,2,5,0,5,#EFEBEF,239,235,239
E7E2E6,NCS S 1005-R50B,1,5,0,10,#E7E2E6,231,226,230
E8DFE9,NCS S 1010-R50B,5,10,0,6,#E8DFE9,232,223,233
ECD1F5,NCS S 1020-R50B,13,22,0,0,#ECD1F5,236,209,245
EAC1ED,NCS S 1030-R50B,15,30,0,0,#EAC1ED,234,193,237
DDAAE7,NCS S 1040-R50B,22,40,0,0,#DDAAE7,221,170,231
BDB9BD,NCS S 2005-R50B,0,5,0,30,#BDB9BD,189,185,189
BFB4BF,NCS S 2010-R50B,5,14,0,25,#BFB4BF,191,180,191
C4A5CD,NCS S 2020-R50B,20,34,0,10,#C4A5CD,196,165,205
C89ED7,NCS S 2030-R50B,25,40,0,5,#C89ED7,200,158,215
C180D5,NCS S 2040-R50B,35,55,0,0,#C180D5,193,128,213
A957C1,NCS S 2050-R50B,45,70,0,0,#A957C1,169,87,193
A196A1,NCS S 3010-R50B,5,17,0,39,#A196A1,161,150,161
A196A1,NCS S 3010-R50B,5,17,0,39,#A196A1,161,150,161
9F8AA6,NCS S 3020-R50B,20,34,0,28,#9F8AA6,159,138,166
A075AF,NCS S 3030-R50B,35,52,0,15,#A075AF,160,117,175
9B54A9,NCS S 3040-R50B,43,70,0,10,#9B54A9,155,84,169
943BA9,NCS S 3050-R50B,50,82,0,5,#943BA9,148,59,169
8126A3,NCS S 3055-R50B,60,90,0,5,#8126A3,129,38,163
7E7F8A,NCS S 4005-R50B,15,12,0,50,#7E7F8A,126,127,138
817C8D,NCS S 4010-R50B,20,22,0,45,#817C8D,129,124,141
7E6A85,NCS S 4020-R50B,25,40,0,42,#7E6A85,126,106,133
704D79,NCS S 4030-R50B,40,60,0,38,#704D79,112,77,121
773982,NCS S 4040-R50B,50,80,0,25,#773982,119,57,130
56007C,NCS S 4050-R50B,70,100,0,30,#56007C,86,0,124
757479,NCS S 5005-R50B,5,7,0,60,#757479,117,116,121
6E6671,NCS S 5010-R50B,10,20,0,60,#6E6671,110,102,113
684F6E,NCS S 5020-R50B,32,50,0,50,#684F6E,104,79,110
5E3664,NCS S 5030-R50B,45,70,0,50,#5E3664,94,54,100
4D1063,NCS S 5040-R50B,62,90,0,50,#4D1063,77,16,99
5D595E,NCS S 6005-R50B,3,10,0,70,#5D595E,93,89,94
584C56,NCS S 6010-R50B,10,27,0,70,#584C56,88,76,86
4D374F,NCS S 6020-R50B,32,52,0,68,#4D374F,77,55,79
3A004B,NCS S 6030-R50B,63,92,0,63,#3A004B,58,0,75
3E3A3F,NCS S 7005-R50B,10,15,0,82,#3E3A3F,62,58,63
3D3640,NCS S 7010-R50B,20,30,0,80,#3D3640,61,54,64
27002D,NCS S 7020-R50B,62,90,0,80,#27002D,39,0,45
121820,NCS S 8005-R50B,45,20,0,95,#121820,18,24,32
1D0724,NCS S 8010-R50B,60,70,0,90,#1D0724,29,7,36
FCFAFD,NCS S 0505-R60B,2,2,0,0,#FCFAFD,252,250,253
F9F6FB,NCS S 0507-R60B,3,4,0,0,#F9F6FB,249,246,251
F4F1FB,NCS S 0510-R60B,6,6,0,0,#F4F1FB,244,241,251
EEEAFA,NCS S 0515-R60B,10,9,0,0,#EEEAFA,238,234,250
E9E6F9,NCS S 0520-R60B,12,11,0,0,#E9E6F9,233,230,249
DFDCF5,NCS S 0525-R60B,17,15,0,0,#DFDCF5,223,220,245
F7F6F9,NCS S 0603-R60B,2,2,0,2,#F7F6F9,247,246,249
ECEBF0,NCS S 1005-R60B,4,4,0,5,#ECEBF0,236,235,240
E5E3EE,NCS S 1010-R60B,8,8,0,5,#E5E3EE,229,227,238
DDD9EA,NCS S 1015-R60B,12,12,0,5,#DDD9EA,221,217,234
DDD5F4,NCS S 1020-R60B,18,18,0,0,#DDD5F4,221,213,244
CBBFEC,NCS S 1030-R60B,27,28,0,0,#CBBFEC,203,191,236
C6AFE8,NCS S 1040-R60B,30,35,0,0,#C6AFE8,198,175,232
D1CFD9,NCS S 1510-R60B,8,8,0,15,#D1CFD9,209,207,217
CAC5DA,NCS S 1515-R60B,17,17,0,10,#CAC5DA,202,197,218
C1C0C7,NCS S 2005-R60B,5,5,0,25,#C1C0C7,193,192,199
C0BFC9,NCS S 2010-R60B,9,9,0,22,#C0BFC9,192,191,201
ABA2C6,NCS S 2020-R60B,30,30,0,13,#ABA2C6,171,162,198
BAADE5,NCS S 2030-R60B,35,35,0,0,#BAADE5,186,173,229
B294DD,NCS S 2040-R60B,40,45,0,0,#B294DD,178,148,221
925FC2,NCS S 2050-R60B,55,65,0,0,#925FC2,146,95,194
9D9BA9,NCS S 3010-R60B,15,15,0,35,#9D9BA9,157,155,169
9993AF,NCS S 3020-R60B,28,28,0,25,#9993AF,153,147,175
8573AA,NCS S 3030-R60B,47,49,0,17,#8573AA,133,115,170
8065B6,NCS S 3040-R60B,58,60,0,6,#8065B6,128,101,182
6F44AF,NCS S 3050-R60B,70,78,0,0,#6F44AF,111,68,175
462193,NCS S 3555-R60B,90,100,0,5,#462193,70,33,147
716D8A,NCS S 4020-R60B,38,35,0,40,#716D8A,113,109,138
5F5180,NCS S 4030-R60B,55,55,0,35,#5F5180,95,81,128
593B7B,NCS S 4040-R60B,65,75,0,30,#593B7B,89,59,123
49277F,NCS S 4050-R60B,80,90,0,25,#49277F,73,39,127
564E6F,NCS S 5020-R60B,47,45,0,50,#564E6F,86,78,111
4B3E67,NCS S 5030-R60B,58,58,0,50,#4B3E67,75,62,103
381067,NCS S 5040-R60B,80,95,0,45,#381067,56,16,103
453A5B,NCS S 6020-R60B,52,52,0,60,#453A5B,69,58,91
2C1153,NCS S 6030-R60B,79,89,0,60,#2C1153,44,17,83
14042D,NCS S 7020-R60B,85,85,0,80,#14042D,20,4,45
F8F9FD,NCS S 0505-R70B,4,2,0,0,#F8F9FD,248,249,253
F2F4FC,NCS S 0510-R70B,8,4,0,0,#F2F4FC,242,244,252
E3E6F8,NCS S 0520-R70B,15,10,0,0,#E3E6F8,227,230,248
D7E0F5,NCS S 0525-R70B,20,12,0,0,#D7E0F5,215,224,245
EEEFF3,NCS S 0804-R70B,3,2,0,5,#EEEFF3,238,239,243
EBECF1,NCS S 0907-R70B,5,3,0,5,#EBECF1,235,236,241
E5E8ED,NCS S 1005-R70B,5,2,0,8,#E5E8ED,229,232,237
DBDFE9,NCS S 1010-R70B,10,6,0,8,#DBDFE9,219,223,233
D0DDF3,NCS S 1020-R70B,23,12,0,0,#D0DDF3,208,221,243
C1D1EE,NCS S 1030-R70B,30,17,0,0,#C1D1EE,193,209,238
B1BEE5,NCS S 1040-R70B,37,25,0,0,#B1BEE5,177,190,229
949CD4,NCS S 1550-R70B,50,40,0,0,#949CD4,148,156,212
7D83C5,NCS S 1555-R70B,60,50,0,0,#7D83C5,125,131,197
BDBFC6,NCS S 2005-R70B,7,5,0,25,#BDBFC6,189,191,198
AFB8C7,NCS S 2010-R70B,19,9,0,22,#AFB8C7,175,184,199
A3AAC8,NCS S 2020-R70B,32,22,0,15,#A3AAC8,163,170,200
989EC7,NCS S 2030-R70B,42,32,0,10,#989EC7,152,158,199
8795CE,NCS S 2040-R70B,55,42,0,0,#8795CE,135,149,206
7D83C5,NCS S 2050-R70B,60,50,0,0,#7D83C5,125,131,197
5757A9,NCS S 2060-R70B,78,70,0,0,#5757A9,87,87,169
969AA5,NCS S 3010-R70B,15,10,0,38,#969AA5,150,154,165
8691A9,NCS S 3020-R70B,33,20,0,30,#8691A9,134,145,169
8287AF,NCS S 3030-R70B,45,35,0,20,#8287AF,130,135,175
6E71B4,NCS S 3040-R70B,65,55,0,5,#6E71B4,110,113,180
5158A7,NCS S 3050-R70B,80,70,0,0,#5158A7,81,88,167
403F9A,NCS S 3060-R70B,90,85,0,0,#403F9A,64,63,154
787D89,NCS S 4010-R70B,20,12,0,50,#787D89,120,125,137
6A6D8B,NCS S 4020-R70B,42,32,0,40,#6A6D8B,106,109,139
64618E,NCS S 4030-R70B,55,47,0,30,#64618E,100,97,142
51518B,NCS S 4040-R70B,72,62,0,23,#51518B,81,81,139
343589,NCS S 4050-R70B,95,90,0,10,#343589,52,53,137
2D2E8C,NCS S 4055-R70B,100,100,0,0,#2D2E8C,45,46,140
27277C,NCS S 4550-R70B,100,100,0,20,#27277C,39,39,124
646B75,NCS S 5010-R70B,20,10,0,60,#646B75,100,107,117
545671,NCS S 5020-R70B,45,35,0,52,#545671,84,86,113
42416F,NCS S 5030-R70B,70,60,0,42,#42416F,66,65,111
192263,NCS S 5540-R70B,100,95,0,42,#192263,25,34,99
192263,NCS S 5540-R70B,100,95,0,42,#192263,25,34,99
636571,NCS S 6010-R70B,22,17,0,60,#636571,99,101,113
3C3A5B,NCS S 6020-R70B,60,50,0,60,#3C3A5B,60,58,91
0F1E53,NCS S 6030-R70B,100,90,0,55,#0F1E53,15,30,83
31323F,NCS S 7010-R70B,40,30,0,80,#31323F,49,50,63
0C0A28,NCS S 7020-R70B,100,85,0,83,#0C0A28,12,10,40
131620,NCS S 8010-R70B,50,30,0,95,#131620,19,22,32
F6F9FD,NCS S 0505-R80B,5,1,0,0,#F6F9FD,246,249,253
F4F9FD,NCS S 0507-R80B,7,1,0,0,#F4F9FD,244,249,253
EEF7FC,NCS S 0510-R80B,10,1,0,0,#EEF7FC,238,247,252
E4F2FA,NCS S 0515-R80B,15,2,0,0,#E4F2FA,228,242,250
DAEDF9,NCS S 0520-R80B,20,3,0,0,#DAEDF9,218,237,249
C2DFF2,NCS S 0530-R80B,30,7,0,0,#C2DFF2,194,223,242
F7F9FA,NCS S 0603-R80B,2,0,0,2,#F7F9FA,247,249,250
E1E5E9,NCS S 1005-R80B,5,1,0,10,#E1E5E9,225,229,233
D9E2E9,NCS S 1010-R80B,10,1,0,10,#D9E2E9,217,226,233
D8E9F7,NCS S 1015-R80B,20,6,0,0,#D8E9F7,216,233,247
CDE2F5,NCS S 1020-R80B,25,8,0,0,#CDE2F5,205,226,245
B6D4ED,NCS S 1030-R80B,35,12,0,0,#B6D4ED,182,212,237
9CC4E4,NCS S 1040-R80B,45,17,0,0,#9CC4E4,156,196,228
C5D1DB,NCS S 1510-R80B,15,4,0,15,#C5D1DB,197,209,219
BBCCD9,NCS S 1515-R80B,20,5,0,15,#BBCCD9,187,204,217
74A5D3,NCS S 1550-R80B,60,30,0,0,#74A5D3,116,165,211
5597C9,NCS S 1555-R80B,70,35,0,0,#5597C9,85,151,201
BBC1C4,NCS S 2005-R80B,5,0,0,28,#BBC1C4,187,193,196
B7C2CD,NCS S 2010-R80B,15,4,0,22,#B7C2CD,183,194,205
99B1CA,NCS S 2020-R80B,35,14,0,17,#99B1CA,153,177,202
80ABD1,NCS S 2030-R80B,52,22,0,7,#80ABD1,128,171,209
709FCD,NCS S 2040-R80B,60,30,0,4,#709FCD,112,159,205
5990C6,NCS S 2050-R80B,70,40,0,0,#5990C6,89,144,198
3F7CB9,NCS S 2060-R80B,80,50,0,0,#3F7CB9,63,124,185
00569E,NCS S 2565-R80B,100,72,0,0,#00569E,0,86,158
969C9F,NCS S 3005-R80B,5,0,0,45,#969C9F,150,156,159
8D989F,NCS S 3010-R80B,15,2,0,43,#8D989F,141,152,159
7A8DA8,NCS S 3020-R80B,40,20,0,30,#7A8DA8,122,141,168
6A85A6,NCS S 3030-R80B,50,25,0,28,#6A85A6,106,133,166
5173AD,NCS S 3040-R80B,73,49,0,10,#5173AD,81,115,173
2564A6,NCS S 3050-R80B,90,60,0,5,#2564A6,37,100,166
134A98,NCS S 3060-R80B,100,80,0,0,#134A98,19,74,152
103D82,NCS S 3560-R80B,100,80,0,20,#103D82,16,61,130
80848A,NCS S 4005-R80B,10,5,0,52,#80848A,128,132,138
5A7088,NCS S 4020-R80B,45,20,0,45,#5A7088,90,112,136
4E688E,NCS S 4030-R80B,60,35,0,35,#4E688E,78,104,142
385B94,NCS S 4040-R80B,80,55,0,20,#385B94,56,91,148
113D83,NCS S 4050-R80B,100,80,0,20,#113D83,17,61,131
0B2F6B,NCS S 4550-R80B,100,82,0,40,#0B2F6B,11,47,107
6B6E74,NCS S 5005-R80B,10,5,0,62,#6B6E74,107,110,116
475A72,NCS S 5020-R80B,50,25,0,55,#475A72,71,90,114
2D4A6D,NCS S 5030-R80B,70,40,0,52,#2D4A6D,45,74,109
053665,NCS S 5040-R80B,95,65,0,50,#053665,5,54,101
50585E,NCS S 6005-R80B,20,5,0,70,#50585E,80,88,94
274161,NCS S 6020-R80B,70,40,0,60,#274161,39,65,97
032352,NCS S 6030-R80B,100,80,0,59,#032352,3,35,82
383E45,NCS S 7005-R80B,25,10,0,80,#383E45,56,62,69
031531,NCS S 7020-R80B,100,70,0,80,#031531,3,21,49
1A2127,NCS S 8005-R80B,35,10,0,92,#1A2127,26,33,39
000C15,NCS S 8505-R80B,70,15,0,100,#000C15,0,12,21
F6FBFD,NCS S 0505-R90B,5,0,0,0,#F6FBFD,246,251,253
ECF7FC,NCS S 0510-R90B,11,0,0,0,#ECF7FC,236,247,252
E2F2FB,NCS S 0515-R90B,16,1,0,0,#E2F2FB,226,242,251
D4EDF9,NCS S 0520-R90B,23,1,0,0,#D4EDF9,212,237,249
BAE2F3,NCS S 0530-R90B,35,2,0,0,#BAE2F3,186,226,243
9ED4EB,NCS S 0540-R90B,45,5,0,0,#9ED4EB,158,212,235
EBF1F4,NCS S 0804-R90B,5,0,0,5,#EBF1F4,235,241,244
E5EBEE,NCS S 0907-R90B,5,0,0,8,#E5EBEE,229,235,238
E1E7EB,NCS S 1005-R90B,5,0,0,10,#E1E7EB,225,231,235
D5E2E9,NCS S 1010-R90B,12,0,0,10,#D5E2E9,213,226,233
CDDEE8,NCS S 1015-R90B,16,1,0,10,#CDDEE8,205,222,232
BCD8E5,NCS S 1020-R90B,25,1,0,10,#BCD8E5,188,216,229
A7CBDF,NCS S 1030-R90B,35,5,0,10,#A7CBDF,167,203,223
88C3E2,NCS S 1040-R90B,52,13,0,0,#88C3E2,136,195,226
6DB7DB,NCS S 1050-R90B,62,15,0,0,#6DB7DB,109,183,219
BEC8CE,NCS S 1510-R90B,10,0,0,23,#BEC8CE,190,200,206
B6CCD6,NCS S 1515-R90B,20,0,0,18,#B6CCD6,182,204,214
2B95C7,NCS S 1560-R90B,80,30,0,0,#2B95C7,43,149,199
BEC6CA,NCS S 2005-R90B,7,0,0,25,#BEC6CA,190,198,202
AFBFC6,NCS S 2010-R90B,15,0,0,26,#AFBFC6,175,191,198
99B4C5,NCS S 2020-R90B,30,5,0,23,#99B4C5,153,180,197
7DA9BF,NCS S 2030-R90B,44,5,0,23,#7DA9BF,125,169,191
639BC0,NCS S 2040-R90B,60,20,0,14,#639BC0,99,155,192
2F8CBB,NCS S 2050-R90B,78,28,0,10,#2F8CBB,47,140,187
0083BC,NCS S 2060-R90B,90,40,0,0,#0083BC,0,131,188
0075B3,NCS S 2065-R90B,100,48,0,0,#0075B3,0,117,179
8696A2,NCS S 3010-R90B,24,5,0,40,#8696A2,134,150,162
6C8D9E,NCS S 3020-R90B,40,5,0,40,#6C8D9E,108,141,158
618AA7,NCS S 3030-R90B,52,16,0,30,#618AA7,97,138,167
3C80A6,NCS S 3040-R90B,70,23,0,25,#3C80A6,60,128,166
156E9C,NCS S 3050-R90B,82,35,0,25,#156E9C,21,110,156
